id,Node Type,name,single,release_date,genre,notable,written_date,stage_name,notoriety_date
16886,MusicalGroup,Vperyod Siyanie!,,,,,,,
16887,MusicalGroup,Jazzy Wanderers,,,,,,,
16888,MusicalGroup,Pivotal Trinity,,,,,,,
16889,MusicalGroup,Echoes of Eternity,,,,,,,
16890,MusicalGroup,Estación Sonora,,,,,,,
16891,MusicalGroup,Insurgencia,,,,,,,
16892,MusicalGroup,Embers of Wrath,,,,,,,
16893,MusicalGroup,Neue Schicht,,,,,,,
16894,MusicalGroup,Phantom Harmony,,,,,,,
16895,MusicalGroup,Narrer på Vagt,,,,,,,
16896,MusicalGroup,The Garage Dolls,,,,,,,
16897,MusicalGroup,Bouncy Gong,,,,,,,
16898,MusicalGroup,Citrus Spirit,,,,,,,
16899,MusicalGroup,Arco Luminoso,,,,,,,
16900,MusicalGroup,The Midnight Sentinels,,,,,,,
16901,MusicalGroup,Jovens Sujos,,,,,,,
16902,MusicalGroup,The Wayfarers,,,,,,,
16903,MusicalGroup,Velvet Horizon,,,,,,,
16904,MusicalGroup,Necropolis Noir,,,,,,,
16905,MusicalGroup,Fractured Mirrors,,,,,,,
16906,MusicalGroup,Midnight Terrain,,,,,,,
16907,MusicalGroup,Lunar Prism,,,,,,,
16908,MusicalGroup,Rhythm Collective,,,,,,,
16909,MusicalGroup,Urban Decay Theorem,,,,,,,
16910,MusicalGroup,Phantom Roots,,,,,,,
16911,MusicalGroup,Sawyer and the Frontiers,,,,,,,
16912,MusicalGroup,Ivory Pulse,,,,,,,
16913,MusicalGroup,Synaptic Stream,,,,,,,
16914,MusicalGroup,Phantom Sync,,,,,,,
16915,MusicalGroup,Highway Vibes,,,,,,,
16916,MusicalGroup,Radiant Siblings,,,,,,,
16917,MusicalGroup,Crimson Harvest,,,,,,,
16918,MusicalGroup,The Nulls,,,,,,,
16919,MusicalGroup,Spirit & Rhythm,,,,,,,
16920,MusicalGroup,Whispered Alibi,,,,,,,
16921,MusicalGroup,Ethereal Chorus,,,,,,,
16922,MusicalGroup,Obsidian Harmony,,,,,,,
16923,MusicalGroup,LyriCrest,,,,,,,
16924,MusicalGroup,Rhythmic Echo,,,,,,,
16925,MusicalGroup,Valhalla's Fury,,,,,,,
16926,MusicalGroup,Brüderklang,,,,,,,
16927,MusicalGroup,Electric Collective,,,,,,,
16928,MusicalGroup,Whispered Resonance,,,,,,,
16929,MusicalGroup,Sovereign Riders,,,,,,,
16930,MusicalGroup,Phantom Resonance,,,,,,,
16931,MusicalGroup,Forjadura,,,,,,,
16932,MusicalGroup,Double Chance,,,,,,,
16933,MusicalGroup,Warm Circuit,,,,,,,
16934,MusicalGroup,Los Leones del Valle,,,,,,,
16935,MusicalGroup,Fallen Cherubs,,,,,,,
16936,MusicalGroup,Radiation Pulse,,,,,,,
16937,MusicalGroup,Echo Syntax,,,,,,,
16938,MusicalGroup,Andean Horizon,,,,,,,
16939,MusicalGroup,Cardboard Twenty-Five,,,,,,,
16943,MusicalGroup,The Lunar Tides,,,,,,,
16952,MusicalGroup,Rust & Reverie,,,,,,,
16960,MusicalGroup,Violet Engines,,,,,,,
16987,MusicalGroup,Tidal Reverie,,,,,,,
16996,MusicalGroup,Crimson Carriage,,,,,,,
17022,MusicalGroup,Cassette Future,,,,,,,
17032,MusicalGroup,Silver Veil,,,,,,,
17046,MusicalGroup,The Brine Choir,,,,,,,
17057,MusicalGroup,Desert Echoes,,,,,,,
17063,MusicalGroup,The Phantom Operators,,,,,,,
17071,MusicalGroup,Cosmic Reverberation,,,,,,,
17091,MusicalGroup,Turbo Kill,,,,,,,
17100,MusicalGroup,Rainfall Fiction,,,,,,,
17110,MusicalGroup,The Hollow Monarchs,,,,,,,
17120,MusicalGroup,Selkie's Hollow,,,,,,,
17138,MusicalGroup,Iron Cathedral,,,,,,,
17167,MusicalGroup,The Salty Wakes,,,,,,,
17192,MusicalGroup,The Fiddle & The Fjord,,,,,,,
17207,MusicalGroup,Wayfinder's Lament,,,,,,,
17230,MusicalGroup,The Wave Riders,,,,,,,
17243,MusicalGroup,Mariner's Refrain,,,,,,,
17250,MusicalGroup,Siren's Call,,,,,,,
17260,MusicalGroup,Ivy Echos,,,,,,,
17299,MusicalGroup,The Saltwater Weavers,,,,,,,
17314,MusicalGroup,The Tide Singer's Knot,,,,,,,
17327,MusicalGroup,Drowned Harbor,,,,,,,
17361,MusicalGroup,Copper Canyon Ghosts,,,,,,,
