id,Node Type,name,single,release_date,genre,notable,written_date,stage_name,notoriety_date
246,RecordLabel,Ribes Rhythms,,,,,,,
247,RecordLabel,Sonic Surge Records,,,,,,,
248,RecordLabel,Ardennes Echo,,,,,,,
255,RecordLabel,Resonate Records,,,,,,,
256,RecordLabel,Prismatic Echo,,,,,,,
257,RecordLabel,Rachel's Rhythm,,,,,,,
262,RecordLabel,Pulse Sonic,,,,,,,
263,RecordLabel,Falier Sound,,,,,,,
270,RecordLabel,Mate Melody,,,,,,,
271,RecordLabel,Sorgue Sonics,,,,,,,
277,RecordLabel,Guyonne Grove,,,,,,,
278,RecordLabel,Eastern Flight Records,,,,,,,
282,RecordLabel,Bluegrass Horizon Records,,,,,,,
290,RecordLabel,Freefall Music,,,,,,,
291,RecordLabel,Northern Apex Records,,,,,,,
297,RecordLabel,Bon-Air Beats,,,,,,,
306,RecordLabel,Riverflow Records,,,,,,,
307,RecordLabel,Steinach Sound,,,,,,,
311,RecordLabel,Reverie Records,,,,,,,
318,RecordLabel,Aveyron Sonics,,,,,,,
319,RecordLabel,Arsizio Sonic,,,,,,,
320,RecordLabel,MTJ Harmony,,,,,,,
327,RecordLabel,Crossroads Collective,,,,,,,
328,RecordLabel,Univalle Music,,,,,,,
335,RecordLabel,Vienna Echo,,,,,,,
336,RecordLabel,Koski Resonance,,,,,,,
337,RecordLabel,Bandmaster Music,,,,,,,
338,RecordLabel,Bockelmann Soundworks,,,,,,,
342,RecordLabel,Archival Resonance Records,,,,,,,
343,RecordLabel,Briis Valley Studios,,,,,,,
348,RecordLabel,Botha Rhythms,,,,,,,
357,RecordLabel,New York Harmony,,,,,,,
363,RecordLabel,Singleton Groove,,,,,,,
364,RecordLabel,Arrayán,,,,,,,
370,RecordLabel,Wilderness Frequency,,,,,,,
375,RecordLabel,Midnight Groove,,,,,,,
381,RecordLabel,Luminoso Recordings,,,,,,,
389,RecordLabel,Neuendorf Sounds,,,,,,,
390,RecordLabel,Guyon Seine Recordings,,,,,,,
400,RecordLabel,Whitesmith Recordings,,,,,,,
401,RecordLabel,Duumvirate Recordings,,,,,,,
406,RecordLabel,Heritage Sound Studios,,,,,,,
411,RecordLabel,Verge,,,,,,,
412,RecordLabel,Mela Melodia,,,,,,,
416,RecordLabel,Gagnef Groove,,,,,,,
417,RecordLabel,Ipecac Grooves,,,,,,,
418,RecordLabel,Sanctuary Pulse,,,,,,,
422,RecordLabel,Harmony Descent,,,,,,,
428,RecordLabel,Rumson Records,,,,,,,
429,RecordLabel,Primrose Sounds,,,,,,,
430,RecordLabel,Static Frequency,,,,,,,
437,RecordLabel,Foreign Affairs Recordings,,,,,,,
444,RecordLabel,Adra Amplify,,,,,,,
448,RecordLabel,Strict Pulse,,,,,,,
453,RecordLabel,Stellar Serenade,,,,,,,
458,RecordLabel,Lithic Resonance,,,,,,,
459,RecordLabel,Larchmont Sound,,,,,,,
460,RecordLabel,Crossroads & Highways,,,,,,,
466,RecordLabel,Daybreak Horizon Records,,,,,,,
472,RecordLabel,Veredas Sonoras,,,,,,,
477,RecordLabel,Stage Collective Records,,,,,,,
481,RecordLabel,Llangréu Records,,,,,,,
488,RecordLabel,Monticello Sound,,,,,,,
489,RecordLabel,Windveer Records,,,,,,,
490,RecordLabel,Sonora Nocturne,,,,,,,
496,RecordLabel,Cresnes Studios,,,,,,,
502,RecordLabel,Shelby Horizon Records,,,,,,,
503,RecordLabel,Cernusco Sonic,,,,,,,
509,RecordLabel,Campania Soundworks,,,,,,,
514,RecordLabel,Sketch Sonic,,,,,,,
515,RecordLabel,Urban Echo Records,,,,,,,
519,RecordLabel,Highland Echo Records,,,,,,,
524,RecordLabel,Navigatör Skivbolag,,,,,,,
530,RecordLabel,Peak Limit Records,,,,,,,
531,RecordLabel,Kyoto Arc,,,,,,,
532,RecordLabel,Elche Echo Records,,,,,,,
541,RecordLabel,Latium Sonics,,,,,,,
542,RecordLabel,World Sonic,,,,,,,
548,RecordLabel,Lanterne,,,,,,,
549,RecordLabel,Verdana Sounds,,,,,,,
552,RecordLabel,Phantom Trace,,,,,,,
557,RecordLabel,Enlightened Horizon Records,,,,,,,
568,RecordLabel,Harmonic Capital Recordings,,,,,,,
574,RecordLabel,Harmonic Horizon,,,,,,,
575,RecordLabel,Alta Cascata,,,,,,,
576,RecordLabel,Sonic Horizon Records,,,,,,,
580,RecordLabel,Auric Membrane,,,,,,,
584,RecordLabel,Diplomatic Grace Records,,,,,,,
589,RecordLabel,Resonant Cascade,,,,,,,
596,RecordLabel,Devotional Pulse Records,,,,,,,
609,RecordLabel,Verdant Realm Records,,,,,,,
610,RecordLabel,Global Harmony,,,,,,,
618,RecordLabel,Luminar Records,,,,,,,
619,RecordLabel,Sclafani Sound Studios,,,,,,,
620,RecordLabel,99Ascent,,,,,,,
623,RecordLabel,Kuvalta Records,,,,,,,
624,RecordLabel,Lilybaeum Recordings,,,,,,,
630,RecordLabel,Mer Melody,,,,,,,
631,RecordLabel,Nebula Resonance,,,,,,,
635,RecordLabel,Echoes of Seoul,,,,,,,
640,RecordLabel,Kemono Harmony,,,,,,,
641,RecordLabel,Colli Armonici,,,,,,,
651,RecordLabel,Memory Tide,,,,,,,
652,RecordLabel,Rockville Records,,,,,,,
661,RecordLabel,Louis Legacy Records,,,,,,,
670,RecordLabel,Velvet Grove,,,,,,,
671,RecordLabel,Nebeský Tón,,,,,,,
672,RecordLabel,Radiant Echo Records,,,,,,,
681,RecordLabel,Mellon Sonic,,,,,,,
682,RecordLabel,Avernes Sound,,,,,,,
689,RecordLabel,Kamiogawa Grooves,,,,,,,
693,RecordLabel,Sanctus Resonance,,,,,,,
694,RecordLabel,Nocturne Collective,,,,,,,
698,RecordLabel,Sonora Liminal,,,,,,,
704,RecordLabel,MTJ Horizon,,,,,,,
710,RecordLabel,West Rhythm Records,,,,,,,
711,RecordLabel,Echo Chamber,,,,,,,
712,RecordLabel,Pinula Pulse,,,,,,,
719,RecordLabel,Thyrnau Tunes,,,,,,,
728,RecordLabel,Equatorial Echo,,,,,,,
729,RecordLabel,Nixon's Vinyl,,,,,,,
730,RecordLabel,Sereno Sounds,,,,,,,
734,RecordLabel,Seine River Rhythms,,,,,,,
735,RecordLabel,Alpine Horizon,,,,,,,
743,RecordLabel,Archival Imprints,,,,,,,
744,RecordLabel,Svadhyaya Sangeet Prakashan,,,,,,,
745,RecordLabel,Empoli Echo,,,,,,,
749,RecordLabel,Sovereign Sound Studios,,,,,,,
755,RecordLabel,Sonoria Lumina,,,,,,,
756,RecordLabel,Lilnuaj,,,,,,,
763,RecordLabel,Sant'Service Music,,,,,,,
765,RecordLabel,Vestec Sound Studios,,,,,,,
772,RecordLabel,Septentrion Sound,,,,,,,
780,RecordLabel,Crimson Echo Records,,,,,,,
785,RecordLabel,Seam Records,,,,,,,
786,RecordLabel,Quadraro Records,,,,,,,
795,RecordLabel,Progressive Discourse,,,,,,,
796,RecordLabel,Luceni Legends,,,,,,,
797,RecordLabel,Vertical Ascent Records,,,,,,,
798,RecordLabel,Lille Echoes,,,,,,,
805,RecordLabel,Solstice Sound,,,,,,,
809,RecordLabel,Verdante,,,,,,,
826,RecordLabel,Social Welfare Sounds,,,,,,,
837,RecordLabel,Zenith Records,,,,,,,
838,RecordLabel,Nurhaliza Sound,,,,,,,
851,RecordLabel,Second Wave Collective,,,,,,,
865,RecordLabel,Sâles Soundtrack,,,,,,,
875,RecordLabel,Horizont Wax,,,,,,,
879,RecordLabel,Verdant Horizon,,,,,,,
884,RecordLabel,Haute-Corse Records,,,,,,,
885,RecordLabel,Prairie Echo Records,,,,,,,
899,RecordLabel,Riverside Resonance Records,,,,,,,
900,RecordLabel,Pula Pulse Records,,,,,,,
911,RecordLabel,Urban Artifact Sound,,,,,,,
916,RecordLabel,Assembly Sound,,,,,,,
924,RecordLabel,Pine Harmony,,,,,,,
931,RecordLabel,Tremolo Cascata,,,,,,,
932,RecordLabel,Resonant Horizon Recordings,,,,,,,
938,RecordLabel,Eternal Horizon Studios,,,,,,,
939,RecordLabel,Cooltempo Collective,,,,,,,
944,RecordLabel,Bertelsmann Bydžov Studios,,,,,,,
950,RecordLabel,Windfield Recordings,,,,,,,
961,RecordLabel,Provisional Harmony,,,,,,,
969,RecordLabel,Swiss Rhythm Studios,,,,,,,
973,RecordLabel,Bicameral Beats,,,,,,,
979,RecordLabel,Center Sound,,,,,,,
993,RecordLabel,Ambient Terrain,,,,,,,
994,RecordLabel,we.are+,,,,,,,
997,RecordLabel,Loyal Meridian Underground,,,,,,,
998,RecordLabel,Alpine Echo Studios,,,,,,,
1006,RecordLabel,Indigenous Echo,,,,,,,
1011,RecordLabel,Patriarca Soundworks,,,,,,,
1016,RecordLabel,Ravine Sound,,,,,,,
1017,RecordLabel,Cadenza Recordings,,,,,,,
1022,RecordLabel,Siberian Sound Collective,,,,,,,
1023,RecordLabel,Tinsmith Records,,,,,,,
1031,RecordLabel,Celestial Skies,,,,,,,
1032,RecordLabel,Vortex Groove,,,,,,,
1048,RecordLabel,Sanctus Sonora,,,,,,,
1049,RecordLabel,Guyonne Grooves,,,,,,,
1050,RecordLabel,Surefire Sounds,,,,,,,
1054,RecordLabel,Verdant Echo Studios,,,,,,,
1055,RecordLabel,Ember Sound Studios,,,,,,,
1056,RecordLabel,Verdict Sounds,,,,,,,
1067,RecordLabel,Provisional Sound,,,,,,,
1068,RecordLabel,Plaza Rhythm,,,,,,,
1075,RecordLabel,Hanseatic Harmony,,,,,,,
1087,RecordLabel,Malgrat Soundscape,,,,,,,
1095,RecordLabel,Aldehuela Groove,,,,,,,
1100,RecordLabel,Monticello Sounds,,,,,,,
1104,RecordLabel,Lyre/aim Records,,,,,,,
1105,RecordLabel,StarRoc Records,,,,,,,
1111,RecordLabel,Chester Groove,,,,,,,
1112,RecordLabel,Pure & Radiant,,,,,,,
1116,RecordLabel,Soliloquy Sounds,,,,,,,
1119,RecordLabel,Pulse Stream Records,,,,,,,
1124,RecordLabel,Prism Audio,,,,,,,
1129,RecordLabel,Siren Sonic,,,,,,,
1133,RecordLabel,Continental Sound Syndicate,,,,,,,
1134,RecordLabel,Medoc Music,,,,,,,
1144,RecordLabel,Caucasian Imprint,,,,,,,
1155,RecordLabel,Cascina Sonora,,,,,,,
1161,RecordLabel,Afirmativa Sounds,,,,,,,
1168,RecordLabel,Ville Vinyl,,,,,,,
1169,RecordLabel,Virtuoso Archives,,,,,,,
1183,RecordLabel,Mírov Sounds,,,,,,,
1184,RecordLabel,Neon Pulse Recordings,,,,,,,
1189,RecordLabel,Verde Sonido,,,,,,,
1194,RecordLabel,Solstice Sounds,,,,,,,
1203,RecordLabel,Péronne Pulse,,,,,,,
1204,RecordLabel,StarRoc Music,,,,,,,
1207,RecordLabel,Resonance Arts,,,,,,,
1212,RecordLabel,Echo Sound Studios,,,,,,,
1216,RecordLabel,Acreage Sounds,,,,,,,
1228,RecordLabel,Rustic Grove Sound,,,,,,,
1234,RecordLabel,Kemono Beats,,,,,,,
1235,RecordLabel,Serra Soundtrack,,,,,,,
1243,RecordLabel,Sonoro Estrellas,,,,,,,
1264,RecordLabel,Estival Sound,,,,,,,
1268,RecordLabel,Hafling Heights,,,,,,,
1278,RecordLabel,Starlight Grooves,,,,,,,
1284,RecordLabel,Barbizon Sound,,,,,,,
1285,RecordLabel,Honeydew Harmony,,,,,,,
1291,RecordLabel,Coastline Collective,,,,,,,
1292,RecordLabel,Compass Cuts,,,,,,,
1297,RecordLabel,Pulse Horizon Studios,,,,,,,
1305,RecordLabel,Nordic Vault Records,,,,,,,
1306,RecordLabel,Pixel Reflection,,,,,,,
1319,RecordLabel,Green Fuel Records,,,,,,,
1325,RecordLabel,Sony Indie,,,,,,,
1331,RecordLabel,Valenciano Tracks,,,,,,,
1332,RecordLabel,Sant Pere Sounds,,,,,,,
1338,RecordLabel,Mussomeli Melodies,,,,,,,
1339,RecordLabel,Little Pine Records,,,,,,,
1342,RecordLabel,Harvest Grove Records,,,,,,,
1349,RecordLabel,Nighthawk Records,,,,,,,
1357,RecordLabel,Peaceful Vision Records,,,,,,,
1368,RecordLabel,BAS Beats,,,,,,,
1369,RecordLabel,Starlight Soundscape,,,,,,,
1383,RecordLabel,Zodiaco Recordings,,,,,,,
1387,RecordLabel,Goodwill Sounds,,,,,,,
1393,RecordLabel,Northstar Sound,,,,,,,
1394,RecordLabel,Coastal Harmony Studios,,,,,,,
1401,RecordLabel,Westgrund,,,,,,,
1415,RecordLabel,Compass Records,,,,,,,
1421,RecordLabel,Puits Sonore,,,,,,,
1430,RecordLabel,Mucambo Music,,,,,,,
1434,RecordLabel,Nonesuch Collective,,,,,,,
1439,RecordLabel,Roman Echo,,,,,,,
1446,RecordLabel,Terzal Tones,,,,,,,
1460,RecordLabel,Camden Air Music,,,,,,,
1469,RecordLabel,Orb Octave,,,,,,,
1475,RecordLabel,Nautilus Records,,,,,,,
1481,RecordLabel,Altopiano Records,,,,,,,
1482,RecordLabel,Equinox Resonance,,,,,,,
1488,RecordLabel,Fizz Recordings,,,,,,,
1500,RecordLabel,Provisional Groove,,,,,,,
1501,RecordLabel,Imperial Archives Recordings,,,,,,,
1507,RecordLabel,Silver Horizon Recordings,,,,,,,
1528,RecordLabel,Agata Records,,,,,,,
1532,RecordLabel,World Pulse Records,,,,,,,
1537,RecordLabel,Prism Echo Studios,,,,,,,
1538,RecordLabel,Radiant Sounds Collective,,,,,,,
1542,RecordLabel,Pachyderm Sounds,,,,,,,
1543,RecordLabel,Horizon Echo Studios,,,,,,,
1549,RecordLabel,Digital Airlines,,,,,,,
1569,RecordLabel,Drama Circle Records,,,,,,,
1570,RecordLabel,Plenary Sound,,,,,,,
1583,RecordLabel,Terra Rossa Sounds,,,,,,,
1584,RecordLabel,Aldehuela Recordings,,,,,,,
1587,RecordLabel,Verdant Frontier Recordings,,,,,,,
1595,RecordLabel,Meridian Sound,,,,,,,
1599,RecordLabel,Cultural Harmony,,,,,,,
1604,RecordLabel,Abbaye Resonance,,,,,,,
1616,RecordLabel,BMG Horizon Sound,,,,,,,
1625,RecordLabel,Monarch Recordings,,,,,,,
1634,RecordLabel,Echo Eleven Recordings,,,,,,,
1640,RecordLabel,Navio Sound,,,,,,,
1641,RecordLabel,Spon Records,,,,,,,
1659,RecordLabel,Chung Dynasty Records,,,,,,,
1660,RecordLabel,Crude Harmony,,,,,,,
1669,RecordLabel,DFBR Recordings,,,,,,,
1670,RecordLabel,Pebble Press Recordings,,,,,,,
1679,RecordLabel,Palazzo Sounds,,,,,,,
1687,RecordLabel,La Crestière,,,,,,,
1688,RecordLabel,Rundfunk Records,,,,,,,
1699,RecordLabel,Emre Wavelength,,,,,,,
1708,RecordLabel,Simina Sound,,,,,,,
1722,RecordLabel,Atco Axis,,,,,,,
1737,RecordLabel,Regal Reverence Records,,,,,,,
1740,RecordLabel,Urutone Records,,,,,,,
1741,RecordLabel,Campania Tracks,,,,,,,
1755,RecordLabel,Nordic Pulse Records,,,,,,,
1756,RecordLabel,Pure Springs Audio,,,,,,,
1771,RecordLabel,Silverlight Sound,,,,,,,
1786,RecordLabel,Haute-Corse Harmony,,,,,,,
1790,RecordLabel,Montagne Sonore,,,,,,,
1795,RecordLabel,Ornica Sound,,,,,,,
1796,RecordLabel,Forward Sound,,,,,,,
1812,RecordLabel,Emre Echo Records,,,,,,,
1821,RecordLabel,Maelstrom Records,,,,,,,
1822,RecordLabel,Chung Heritage Records,,,,,,,
1829,RecordLabel,Pulse Platters,,,,,,,
1836,RecordLabel,Full Frame Records,,,,,,,
1840,RecordLabel,Resonanz Klang Verlag,,,,,,,
1852,RecordLabel,Orge Resonance,,,,,,,
1856,RecordLabel,Dharma Groove,,,,,,,
1879,RecordLabel,Fassa Sounds,,,,,,,
1883,RecordLabel,Fascino Harmony,,,,,,,
1892,RecordLabel,Sound Spectrum,,,,,,,
1893,RecordLabel,Sonic Mosaic,,,,,,,
1894,RecordLabel,Terral Sounds,,,,,,,
1906,RecordLabel,Nishi Grooves,,,,,,,
1925,RecordLabel,Vertical Altitude,,,,,,,
1926,RecordLabel,Grafson Groove,,,,,,,
1938,RecordLabel,Jewel Tone Records,,,,,,,
1948,RecordLabel,Orbital Sound,,,,,,,
1957,RecordLabel,Sovereign Ledger Sound,,,,,,,
1964,RecordLabel,Nyx Echo,,,,,,,
1965,RecordLabel,Urban Atelier Collective,,,,,,,
1983,RecordLabel,Desert Frequency,,,,,,,
1989,RecordLabel,Mirov Melody Records,,,,,,,
1990,RecordLabel,Svítání Sounds,,,,,,,
2008,RecordLabel,Saignelegier Records,,,,,,,
2018,RecordLabel,Bellecourt Sounds,,,,,,,
2025,RecordLabel,Provincial Signature Records,,,,,,,
2029,RecordLabel,Bilhom Rhythms,,,,,,,
2039,RecordLabel,Starlight Frequency,,,,,,,
2040,RecordLabel,Jaguaribe Sonics,,,,,,,
2041,RecordLabel,Horizon Sonic,,,,,,,
2046,RecordLabel,Sonic Larch,,,,,,,
2047,RecordLabel,Horizon Pulse Records,,,,,,,
2067,RecordLabel,Harmonic Pulse Records,,,,,,,
2071,RecordLabel,Viterbo Sounds,,,,,,,
2072,RecordLabel,Thyrnau Sound,,,,,,,
2077,RecordLabel,Boğaz Ses,,,,,,,
2081,RecordLabel,Gabriel Groove,,,,,,,
2086,RecordLabel,Akademia Sound,,,,,,,
2092,RecordLabel,Crimson Wave Music,,,,,,,
2106,RecordLabel,Willow Street Records,,,,,,,
2111,RecordLabel,Chancel Resonance,,,,,,,
2117,RecordLabel,Miyagino Sound,,,,,,,
2118,RecordLabel,Naucalpan Rhythms,,,,,,,
2119,RecordLabel,Osaka Resonance,,,,,,,
2128,RecordLabel,Triumph Sounds,,,,,,,
2129,RecordLabel,Tritone Recordings,,,,,,,
2142,RecordLabel,Pere Pulse Records,,,,,,,
2147,RecordLabel,Northshore Sound,,,,,,,
2152,RecordLabel,New Starý Records,,,,,,,
2160,RecordLabel,Silverlight Recordings,,,,,,,
2166,RecordLabel,Sarkar Sound,,,,,,,
2181,RecordLabel,Montfort Sounds,,,,,,,
2185,RecordLabel,Meiji Records,,,,,,,
2193,RecordLabel,Rogue Pixel,,,,,,,
2194,RecordLabel,Parazinho Beats,,,,,,,
2195,RecordLabel,Studio Pulse,,,,,,,
2196,RecordLabel,Stillwater Sound,,,,,,,
2201,RecordLabel,Resonant Diocese,,,,,,,
2204,RecordLabel,Sinewsound,,,,,,,
2205,RecordLabel,Ribes Rhythm,,,,,,,
2220,RecordLabel,Midnight Compass,,,,,,,
2232,RecordLabel,Sonora Delta,,,,,,,
2233,RecordLabel,Sâles Sonic,,,,,,,
2249,RecordLabel,Quadraro Groove,,,,,,,
2259,RecordLabel,Perarolo Vinyl,,,,,,,
2266,RecordLabel,Golden Groove,,,,,,,
2271,RecordLabel,Epoch Sound Studios,,,,,,,
2283,RecordLabel,Pivot Platters,,,,,,,
2290,RecordLabel,Woodland Echo Records,,,,,,,
2291,RecordLabel,DEP Dynamics,,,,,,,
2298,RecordLabel,Viterbo Vinyl,,,,,,,
2302,RecordLabel,Hafling Records,,,,,,,
2306,RecordLabel,Leuchten,,,,,,,
2320,RecordLabel,Cascata Sounds,,,,,,,
2321,RecordLabel,Marrow Sounds,,,,,,,
2322,RecordLabel,Lombardone Sound,,,,,,,
2330,RecordLabel,Stacks Audio,,,,,,,
2332,RecordLabel,Picardy Lane,,,,,,,
2356,RecordLabel,Zephyr Horizon,,,,,,,
2359,RecordLabel,Nocturne Sounds,,,,,,,
2384,RecordLabel,Whispers & The Echoes,,,,,,,
2390,RecordLabel,Chromatic Echo,,,,,,,
2410,RecordLabel,Sertão Sounds,,,,,,,
2411,RecordLabel,Celentano Groove,,,,,,,
2412,RecordLabel,Wetherspoon Wax,,,,,,,
2423,RecordLabel,Violet Vinyl,,,,,,,
2432,RecordLabel,Néochrome Collective,,,,,,,
2439,RecordLabel,Pewterer Phonograph,,,,,,,
2453,RecordLabel,Vertical Horizon,,,,,,,
2469,RecordLabel,Vestec Sound,,,,,,,
2473,RecordLabel,Nicht Ohne Grund!,,,,,,,
2474,RecordLabel,Villafranca Sound,,,,,,,
2478,RecordLabel,Luminous Soundscape Records,,,,,,,
2485,RecordLabel,Maritime Archives,,,,,,,
2492,RecordLabel,Resonant Core,,,,,,,
2499,RecordLabel,Kamiogawa Sound,,,,,,,
2514,RecordLabel,Mates & Melodies,,,,,,,
2523,RecordLabel,Alabaster Sounds,,,,,,,
2524,RecordLabel,Constellation Sound,,,,,,,
2539,RecordLabel,Kinex Media Group,,,,,,,
2540,RecordLabel,Guardian Soundworks,,,,,,,
2548,RecordLabel,Sonic Frontier Records,,,,,,,
2553,RecordLabel,Silver Scale Sounds,,,,,,,
2554,RecordLabel,Parallel Meridian Records,,,,,,,
2560,RecordLabel,Anthropology Sound,,,,,,,
2575,RecordLabel,Navio Sounds,,,,,,,
2593,RecordLabel,Cascina Suoni,,,,,,,
2594,RecordLabel,Quartier Brut,,,,,,,
2623,RecordLabel,Elsass Sound,,,,,,,
2624,RecordLabel,Celestial Vinyl,,,,,,,
2632,RecordLabel,Eicher Sound,,,,,,,
2638,RecordLabel,Monika Soundscape,,,,,,,
2640,RecordLabel,Oulu|Kainuu,,,,,,,
2654,RecordLabel,Directive Collective,,,,,,,
2657,RecordLabel,Lumière Sonore,,,,,,,
2661,RecordLabel,Pulse Export Records,,,,,,,
2675,RecordLabel,Nimbus,,,,,,,
2682,RecordLabel,Saint Rémy Soundworks,,,,,,,
2690,RecordLabel,NDR Soundworks,,,,,,,
2700,RecordLabel,Sceaux|Harmonie,,,,,,,
2703,RecordLabel,Kennel Sound Studios,,,,,,,
2708,RecordLabel,Nova Horizon Recordings,,,,,,,
2723,RecordLabel,Verdra,,,,,,,
2733,RecordLabel,DEP Frequency,,,,,,,
2742,RecordLabel,EMI Horizon,,,,,,,
2747,RecordLabel,Purple Pulse Music,,,,,,,
2754,RecordLabel,Vinello Sonoro,,,,,,,
2760,RecordLabel,Paw Print Records,,,,,,,
2767,RecordLabel,Johanneberg Sounds,,,,,,,
2774,RecordLabel,Noble Gas Recordings,,,,,,,
2778,RecordLabel,Substrata,,,,,,,
2783,RecordLabel,Hillside Sound,,,,,,,
2791,RecordLabel,Echo Varda,,,,,,,
2799,RecordLabel,Barely Brilliant,,,,,,,
2806,RecordLabel,Punto di Stampa,,,,,,,
2813,RecordLabel,Coastal Grove Recordings,,,,,,,
2814,RecordLabel,Cascade Sonics,,,,,,,
2820,RecordLabel,Prism Sonic,,,,,,,
2821,RecordLabel,Oettern Octave,,,,,,,
2827,RecordLabel,Dusk Sonic Industries,,,,,,,
2837,RecordLabel,Periáñez Sounds,,,,,,,
2847,RecordLabel,Tottori Groove,,,,,,,
2886,RecordLabel,Sonic Spectrum Studios,,,,,,,
2897,RecordLabel,Ambassador Records,,,,,,,
2898,RecordLabel,Catarina Records,,,,,,,
2904,RecordLabel,Twilight Horizon Records,,,,,,,
2914,RecordLabel,Sole Sonic,,,,,,,
2920,RecordLabel,Skyline Audio,,,,,,,
2926,RecordLabel,Mighty Orchard Sound,,,,,,,
2955,RecordLabel,Melodic Pulse,,,,,,,
2971,RecordLabel,Echosphere Records,,,,,,,
2989,RecordLabel,Mírov Sound,,,,,,,
3001,RecordLabel,Côte Sonore,,,,,,,
3007,RecordLabel,Brandizzo Sounds,,,,,,,
3016,RecordLabel,Aurrera Sounds,,,,,,,
3017,RecordLabel,Action Manifesto,,,,,,,
3041,RecordLabel,Ardennes Audio,,,,,,,
3042,RecordLabel,Quill Recordings,,,,,,,
3052,RecordLabel,Cadore Sound,,,,,,,
3063,RecordLabel,Plan Pulse,,,,,,,
3074,RecordLabel,Espumoso Records,,,,,,,
3075,RecordLabel,Aihara Audio,,,,,,,
3092,RecordLabel,Immediate Harmony,,,,,,,
3099,RecordLabel,Inn Valley Recordings,,,,,,,
3105,RecordLabel,Sonic Frequency Studios,,,,,,,
3109,RecordLabel,Melodrama Recordings,,,,,,,
3114,RecordLabel,Resonant Ridge,,,,,,,
3127,RecordLabel,Tokyo Pulse,,,,,,,
3132,RecordLabel,Echoes of Eich,,,,,,,
3143,RecordLabel,Sonic Horizon SA,,,,,,,
3150,RecordLabel,Swift Sound,,,,,,,
3153,RecordLabel,Sixth Arrondissement Records,,,,,,,
