artist_id,debut_year,latest_year,total_works,notable_works,first_notoriety,last_notoriety,genre_diversity,notoriety_lag,career_span,is_performer,is_recent_debut,recent_notable_works,outbound_influence,years_since_notoriety,notoriety_recency_score,collab_with_popular_count,recent_collab_count,collab_growth_rate,recent_inbound_influence,genre_alignment_score,prestige_label_count,prestige_group_count,prestige_score,influenced_by_popular_score,role_diversity,of_genre_works,of_influence_edges,of_alignment,id,name,stage_name,display_name,was_in_group,was_in_high_influence_group,group_name,group_prestige,group_inbound_influence,group_notable_works
37,2007,2007,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,2,0,0,0,37.0,Hansh Ramanathan,,Hansh Ramanathan,False,False,None,0,0,0
40,2010,2013,2,2,2013.0,2013.0,1,3.0,3,True,False,0,1,27.0,0.0,1,0,0.0,0,0,0,0,0,0,3,0,0,0,40.0,Na Dong,,Na Dong,False,False,None,0,0,0
43,2020,2029,2,2,,,2,,9,True,False,0,3,,0.0,0,0,0.0,0,0,1,0,1,1,3,0,0,0,43.0,James Taylor,,James Taylor,False,False,None,0,0,0
44,2029,2029,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,44.0,Jennifer Smith,,Jennifer Smith,False,False,None,0,0,0
45,2029,2029,1,1,,,1,,0,True,True,0,3,,0.0,0,0,0.0,0,0,1,0,1,1,2,0,0,0,45.0,Kyle Anderson,,Kyle Anderson,False,False,None,0,0,0
50,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,1,2,0,0,0,50.0,Tao Zeng,,Tao Zeng,False,False,None,0,0,0
51,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,1,0,0.0,0,0,1,0,1,1,1,0,0,0,51.0,Guiying Qin,,Guiying Qin,False,False,None,0,0,0
52,2017,2026,3,3,,,3,,9,True,False,0,3,,0.0,1,0,0.904109589041096,0,0,3,0,3,1,2,0,0,0,52.0,Na Guo,,Na Guo,False,False,None,0,0,0
55,1996,2003,2,2,,,1,,7,True,False,0,1,,0.0,1,0,0.1428571428571428,0,0,2,0,2,0,1,0,0,0,55.0,Miki Hasegawa,,Miki Hasegawa,False,False,None,0,0,0
56,1996,2013,3,3,,,1,,17,True,False,0,2,,0.0,0,0,0.1428571428571428,0,0,2,0,2,0,2,0,0,0,56.0,Asuka Takahashi,,Asuka Takahashi,False,False,None,0,0,0
57,1996,1996,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,57.0,Miki Miura,,Miki Miura,False,False,None,0,0,0
63,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,2,0,0.0,0,0,0,0,0,0,1,0,0,0,63.0,Min Qiao,,Min Qiao,False,False,None,0,0,0
64,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,2,0,0.0,0,0,0,0,0,0,1,0,0,0,64.0,April Morris,,April Morris,False,False,None,0,0,0
65,2020,2023,3,3,2020.0,2020.0,2,0.0,3,True,False,0,3,20.0,0.0,1,0,2.333333333333333,0,0,3,0,3,1,1,0,0,0,65.0,Sara Parker,,Sara Parker,False,False,None,0,0,0
66,2023,2023,1,1,,,1,,0,True,False,0,2,,0.0,2,0,0.0,0,0,0,0,0,0,1,0,0,0,66.0,Gang Su,,Gang Su,False,False,None,0,0,0
67,2013,2023,4,4,,,2,,10,True,False,0,4,,0.0,3,0,0.881578947368421,0,0,3,1,4,0,1,0,0,0,67.0,Guiying Pan,,Guiying Pan,True,False,Whispered Embers,8,5,3
72,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,2,0,0.0,0,0,1,0,1,1,2,0,0,0,72.0,Amy Mejia,,Amy Mejia,False,False,None,0,0,0
73,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,2,0,0.0,0,0,1,0,1,1,1,0,0,0,73.0,Yang Pan,,Yang Pan,False,False,None,0,0,0
74,2010,2029,4,4,2010.0,2025.0,3,0.0,19,True,False,0,13,15.0,0.0,1,0,0.5646100116414435,0,0,6,0,6,3,3,0,0,0,74.0,Min Hu,,Min Hu,False,False,None,0,0,0
75,1999,2017,4,2,,,3,,18,True,False,0,6,,0.0,5,0,0.3888888888888889,0,0,2,0,2,2,2,0,0,0,75.0,Juan Feng,,Juan Feng,False,False,None,0,0,0
76,2000,2023,5,5,2007.0,2007.0,3,7.0,23,True,False,0,8,33.0,0.0,3,0,0.5734710087370929,1,0,6,0,6,3,1,0,0,0,76.0,Ming Ren,,Ming Ren,False,False,None,0,0,0
82,1996,2025,4,4,,,3,,29,True,False,0,3,,0.0,1,0,0.1227436823104693,0,0,4,1,5,0,2,0,0,0,82.0,Min Ye,,Min Ye,True,False,Lunar Echo,4,3,1
83,1996,2025,3,3,,,2,,29,True,False,0,3,,0.0,1,0,0.1038034865293185,0,0,3,1,4,0,2,0,0,0,83.0,Loretta Roberts,,Loretta Roberts,True,False,Lunar Echo,4,3,1
87,2013,2017,2,2,2017.0,2017.0,2,4.0,4,True,False,0,2,23.0,0.0,2,0,1.0,0,0,2,0,2,0,1,0,0,0,87.0,Jun Gu,,Jun Gu,False,False,None,0,0,0
89,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,3,0,0,0,89.0,Xiuying Dong,,Xiuying Dong,False,False,None,0,0,0
90,2013,2029,3,3,2017.0,2017.0,3,4.0,16,True,False,0,5,23.0,0.0,1,0,0.4615384615384615,0,0,2,0,2,1,3,0,0,0,90.0,Xiulan Li,,Xiulan Li,True,True,Psycho Twang,10,7,3
93,2023,2024,2,2,2023.0,2023.0,1,0.0,1,True,False,0,3,17.0,0.0,1,0,4.0,0,0,1,0,1,0,2,0,0,0,93.0,Jun Fan,,Jun Fan,False,False,None,0,0,0
94,2023,2023,1,1,2023.0,2023.0,1,0.0,0,True,False,0,2,17.0,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,94.0,Yan Yuan,,Yan Yuan,False,False,None,0,0,0
95,2023,2023,1,1,2023.0,2023.0,1,0.0,0,True,False,0,2,17.0,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,95.0,Diana Johnson,,Diana Johnson,False,False,None,0,0,0
97,2023,2023,1,1,2023.0,2023.0,1,0.0,0,True,False,0,2,17.0,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,97.0,Lei Zhou,,Lei Zhou,False,False,None,0,0,0
98,2023,2024,2,2,2023.0,2023.0,1,0.0,1,True,False,0,3,17.0,0.0,1,0,4.0,0,0,1,0,1,0,2,0,0,0,98.0,Yong Yu,,Yong Yu,False,False,None,0,0,0
99,1994,2029,7,7,1994.0,2023.0,4,0.0,35,True,False,0,8,17.0,0.0,10,0,0.6208092485549133,0,0,5,1,6,0,1,0,1,1,99.0,Miki Hayashi,,Miki Hayashi,True,False,Estación Sonora,7,4,3
103,1997,1997,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,103.0,Cristina Marenzio,,Cristina Marenzio,False,False,None,0,0,0
104,2000,2000,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,104.0,Enzio Caffarelli,,Enzio Caffarelli,False,False,None,0,0,0
107,2020,2027,3,3,,,2,,7,True,False,0,9,,0.0,2,0,0.5714285714285714,0,0,2,0,2,4,2,0,0,0,107.0,Pompeo Turchi,,Pompeo Turchi,True,False,Subterranean Whispers,3,2,1
108,2006,2027,4,4,2023.0,2023.0,3,17.0,21,True,False,0,10,17.0,0.0,2,0,1.0,0,0,3,0,3,4,2,0,0,0,108.0,Brandon Vasquez,,Brandon Vasquez,False,False,None,0,0,0
109,2017,2027,4,3,2023.0,2023.0,3,6.0,10,True,False,0,8,17.0,0.0,2,0,0.8214285714285714,0,0,1,0,1,2,2,0,0,0,109.0,Audrey-Camille Nicolas,,Audrey-Camille Nicolas,True,False,Subterranean Whispers,3,2,1
113,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,113.0,Fang Zhong,,Fang Zhong,False,False,None,0,0,0
114,2027,2027,1,1,,,1,,0,True,True,0,7,,0.0,2,0,0.0,0,0,2,0,2,1,3,0,0,0,114.0,Jie Long,,Jie Long,False,False,None,0,0,0
115,2007,2027,8,8,2011.0,2013.0,2,4.0,20,True,False,0,16,27.0,0.0,3,0,0.5559210526315791,0,0,6,0,6,2,2,0,0,0,115.0,Ping Meng,,Ping Meng,False,False,None,0,0,0
116,2007,2007,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,116.0,Wei Ye,,Wei Ye,False,False,None,0,0,0
122,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,122.0,Sabina Hrušková,,Sabina Hrušková,False,False,None,0,0,0
123,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,123.0,Naděžda Pešková,,Naděžda Pešková,False,False,None,0,0,0
124,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,124.0,Michal Žák,,Michal Žák,False,False,None,0,0,0
125,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,125.0,Miluše Dušková,,Miluše Dušková,False,False,None,0,0,0
126,2025,2025,2,2,,,2,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,3,0,0,0,126.0,Miloš Pokorný,,Miloš Pokorný,False,False,None,0,0,0
131,2026,2026,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,131.0,Li Lin,,Li Lin,False,False,None,0,0,0
132,2026,2026,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,132.0,Jie Yu,,Jie Yu,False,False,None,0,0,0
134,2026,2026,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,134.0,Steven Cordova,,Steven Cordova,False,False,None,0,0,0
135,2026,2026,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,135.0,Xia Chang,,Xia Chang,False,False,None,0,0,0
136,2026,2026,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,136.0,Fang Kong,,Fang Kong,False,False,None,0,0,0
140,2023,2023,1,1,2023.0,2023.0,1,0.0,0,True,False,0,3,17.0,0.0,1,0,0.0,0,0,2,0,2,0,1,0,0,0,140.0,Min Pan,Oblivion Rhapsody,Oblivion Rhapsody,False,False,None,0,0,0
141,2003,2023,6,6,2023.0,2023.0,4,20.0,20,True,False,0,16,17.0,0.0,0,0,0.0,0,0,2,0,2,0,2,0,0,0,141.0,Xia Wu,,Xia Wu,False,False,None,0,0,0
142,2011,2020,3,2,,,3,,9,True,False,0,5,,0.0,0,0,0.1428571428571428,0,0,2,0,2,0,3,0,0,0,142.0,Wei Tang,,Wei Tang,False,False,None,0,0,0
145,2013,2029,4,3,,,2,,16,True,False,0,4,,0.0,1,0,0.9248704663212436,0,0,2,0,2,0,2,0,0,0,145.0,Adrien Charles,,Adrien Charles,False,False,None,0,0,0
147,2020,2022,3,3,,,2,,2,True,False,0,6,,0.0,2,0,1.5,0,0,2,0,2,0,1,0,0,0,147.0,Na Qian,,Na Qian,False,False,None,0,0,0
149,2000,2010,4,4,2002.0,2002.0,1,2.0,10,True,False,0,14,38.0,0.0,4,0,0.8561872909698997,0,0,3,1,4,4,3,0,0,0,149.0,Xia Fu,,Xia Fu,True,False,Triassic Collective,4,1,3
150,1991,2013,7,7,2002.0,2002.0,1,11.0,22,True,False,0,25,38.0,0.0,4,0,0.9279538904899136,0,0,4,1,5,7,2,0,0,0,150.0,Li Luo,,Li Luo,True,False,Triassic Collective,4,1,3
151,1993,2013,9,9,1993.0,2002.0,2,0.0,20,True,False,0,36,38.0,0.0,5,0,1.0680272108843538,0,0,5,0,5,10,2,0,0,0,151.0,Gang Zhao,,Gang Zhao,False,False,None,0,0,0
156,2007,2007,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,156.0,Andrzej Schottin-Mühle,,Andrzej Schottin-Mühle,False,False,None,0,0,0
157,2010,2010,1,1,2010.0,2010.0,1,0.0,0,True,False,0,2,30.0,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,157.0,Daria Boucsein,,Daria Boucsein,False,False,None,0,0,0
158,2007,2010,2,2,2010.0,2010.0,2,3.0,3,True,False,0,3,30.0,0.0,2,0,2.0,0,0,2,0,2,0,2,0,0,0,158.0,Orhan Krein,,Orhan Krein,False,False,None,0,0,0
159,2010,2010,1,1,2010.0,2010.0,1,0.0,0,True,False,0,2,30.0,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,159.0,Ashley Waters,,Ashley Waters,False,False,None,0,0,0
160,2010,2010,2,2,2010.0,2010.0,1,0.0,0,True,False,0,2,30.0,0.0,2,0,0.0,0,0,2,0,2,0,2,0,0,0,160.0,Hans-Theo Eckbauer-Dehmel,,Hans-Theo Eckbauer-Dehmel,False,False,None,0,0,0
161,2007,2010,2,2,2010.0,2010.0,2,3.0,3,True,False,0,3,30.0,0.0,2,0,2.0,0,0,2,0,2,0,1,0,0,0,161.0,Sophia Baracca-Solimena,,Sophia Baracca-Solimena,False,False,None,0,0,0
162,2004,2013,3,3,2010.0,2010.0,2,6.0,9,True,False,0,5,30.0,0.0,2,0,0.6666666666666666,0,0,3,1,4,0,3,0,0,0,162.0,Mia Carsten,,Mia Carsten,True,True,Phantom Harmony,17,14,3
163,2010,2029,11,11,2010.0,2017.0,4,0.0,19,True,False,0,24,23.0,0.0,14,0,2.177083333333333,0,0,7,0,7,6,2,0,0,0,163.0,Regina Hesse,,Regina Hesse,False,False,None,0,0,0
170,2026,2028,2,2,,,2,,2,True,True,0,6,,0.0,1,0,4.5,0,0,2,0,2,1,3,0,0,0,170.0,Chao Yu,,Chao Yu,False,False,None,0,0,0
171,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,171.0,Chao Qiao,,Chao Qiao,False,False,None,0,0,0
172,1997,2026,9,8,2007.0,2026.0,3,10.0,29,True,False,0,32,14.0,0.0,2,0,0.2942583732057416,0,0,2,0,2,5,2,0,0,0,172.0,Lei Liao,,Lei Liao,False,False,None,0,0,0
177,2023,2023,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,177.0,Jie Yan,,Jie Yan,False,False,None,0,0,0
178,2020,2028,2,1,,,1,,8,True,False,0,6,,0.0,0,0,0.25,0,0,1,0,1,1,2,0,0,0,178.0,Li Mo,,Li Mo,False,False,None,0,0,0
179,2023,2023,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,179.0,Emily Huynh,,Emily Huynh,False,False,None,0,0,0
180,2023,2023,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,180.0,Gang Yang,,Gang Yang,False,False,None,0,0,0
183,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,183.0,Guiying Feng,,Guiying Feng,False,False,None,0,0,0
185,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,185.0,Lei Xue,,Lei Xue,False,False,None,0,0,0
188,2020,2020,1,1,,,1,,0,True,False,0,3,,0.0,1,0,0.0,0,0,1,0,1,1,2,0,0,0,188.0,Cecilia Scholz,,Cecilia Scholz,False,False,None,0,0,0
189,2025,2025,1,1,,,1,,0,True,True,0,0,,0.0,4,0,0.0,0,0,1,0,1,0,2,0,0,0,189.0,Alma Davids,,Alma Davids,False,False,None,0,0,0
190,2013,2025,7,7,2013.0,2013.0,4,0.0,12,True,False,0,8,27.0,0.0,6,0,0.8459214501510574,0,0,3,1,4,2,1,0,0,0,190.0,Peter Haering,,Peter Haering,True,True,Whispers & Echoes,12,8,4
193,2013,2013,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,193.0,Elizabeth Phillips,,Elizabeth Phillips,False,False,None,0,0,0
194,2018,2018,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,194.0,Ming Xiang,,Ming Xiang,False,False,None,0,0,0
197,2007,2007,1,1,,,1,,0,True,False,0,1,,0.0,4,0,0.0,0,0,1,0,1,0,3,0,0,0,197.0,Xia Ren,,Xia Ren,False,False,None,0,0,0
198,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,1,1,198.0,Wei Wu,,Wei Wu,False,False,None,0,0,0
199,2017,2017,1,1,,,1,,0,True,False,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,1,1,199.0,Tao Wei,,Tao Wei,False,False,None,0,0,0
201,2017,2017,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,2,0,0,0,201.0,Fang Zou,,Fang Zou,False,False,None,0,0,0
202,2017,2023,2,2,,,1,,6,True,False,0,2,,0.0,1,0,0.5,0,0,3,0,3,0,2,0,0,0,202.0,Guiying Pan,,Guiying Pan,False,False,None,0,0,0
203,2017,2017,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,203.0,Tao Yao,,Tao Yao,False,False,None,0,0,0
204,2017,2017,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,204.0,Juan Sun,,Juan Sun,False,False,None,0,0,0
205,2017,2017,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,205.0,Jun Wei,,Jun Wei,False,False,None,0,0,0
206,2017,2017,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,206.0,Tao Liao,,Tao Liao,False,False,None,0,0,0
207,2014,2029,3,3,,,2,,15,True,False,0,19,,0.0,0,0,0.281767955801105,0,0,3,0,3,3,2,0,0,0,207.0,Juan Jia,,Juan Jia,False,False,None,0,0,0
211,2029,2029,1,1,2029.0,2029.0,1,0.0,0,True,True,0,11,11.0,0.0,0,0,0.0,0,0,1,0,1,4,1,0,0,0,211.0,Jing Han,,Jing Han,False,False,None,0,0,0
212,2029,2029,1,1,2029.0,2029.0,1,0.0,0,True,True,0,11,11.0,0.0,0,0,0.0,0,0,1,0,1,4,2,0,0,0,212.0,Jun Yao,,Jun Yao,False,False,None,0,0,0
214,2029,2029,1,1,2029.0,2029.0,1,0.0,0,True,True,0,11,11.0,0.0,0,0,0.0,0,0,1,0,1,4,2,0,0,0,214.0,Qiang Cai,,Qiang Cai,False,False,None,0,0,0
215,2029,2029,1,1,2029.0,2029.0,1,0.0,0,True,True,0,11,11.0,0.0,0,0,0.0,0,0,1,0,1,4,1,0,0,0,215.0,Qiang Huang,,Qiang Huang,False,False,None,0,0,0
217,1993,2029,4,4,,,3,,36,True,False,0,3,,0.0,0,0,0.2105263157894736,1,0,2,0,2,0,2,0,0,0,217.0,Honoré Foucher,,Honoré Foucher,False,False,None,0,0,0
220,1997,1997,2,2,1997.0,1997.0,2,0.0,0,True,False,0,0,43.0,0.0,2,0,0.0,0,0,1,0,1,0,1,0,0,0,220.0,Ewa Zwara, Azure Wind, Azure Wind,False,False,None,0,0,0
221,1991,1997,2,2,,,1,,6,True,False,0,0,,0.0,4,0,0.6666666666666666,0,0,1,1,2,0,2,0,0,0,221.0,Olaf Szumny,,Olaf Szumny,True,True,Moonlit Avenue,10,8,2
222,1991,2000,4,4,1997.0,1997.0,3,6.0,9,True,False,0,5,43.0,0.0,3,0,0.9761904761904762,0,0,1,1,2,2,2,0,0,0,222.0,Jakub Dziuda,,Jakub Dziuda,True,False,Whispered Strings,8,5,3
223,1991,2010,8,8,1997.0,2010.0,3,6.0,19,True,False,0,18,30.0,0.0,3,0,0.9761904761904762,0,0,1,1,2,6,3,0,0,0,223.0,Borys Kościk,,Borys Kościk,True,True,Moonlit Avenue,10,8,2
226,2017,2025,2,2,,,2,,8,True,False,0,3,,0.0,0,0,0.375,0,0,3,0,3,0,1,0,0,0,226.0,Ping Mo,,Ping Mo,False,False,None,0,0,0
227,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,227.0,Chao Bai,,Chao Bai,False,False,None,0,0,0
229,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,229.0,Willie Phelps,,Willie Phelps,False,False,None,0,0,0
230,2013,2013,1,1,,,1,,0,True,False,0,1,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,230.0,Jing Zhong,,Jing Zhong,False,False,None,0,0,0
234,2007,2013,3,2,2010.0,2010.0,1,3.0,6,True,False,0,2,30.0,0.0,4,0,1.0,0,0,3,0,3,2,1,0,0,0,234.0,Beth Carpenter,,Beth Carpenter,False,False,None,0,0,0
235,1985,2024,7,5,1996.0,2024.0,3,11.0,39,True,False,0,5,16.0,0.0,4,0,0.3659827928524156,0,0,3,0,3,4,2,0,0,0,235.0,Shannon Gordon,,Shannon Gordon,False,False,None,0,0,0
236,2007,2028,9,8,2010.0,2025.0,6,3.0,21,True,False,0,16,15.0,0.0,5,0,1.6193570451436392,0,0,4,1,5,12,1,0,0,0,236.0,Kimberly Castillo,,Kimberly Castillo,True,True,Radical Syntax,25,18,7
240,2015,2015,1,1,,,1,,0,True,False,0,0,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,240.0,Matthieu-Daniel Launay,,Matthieu-Daniel Launay,False,False,None,0,0,0
241,2015,2018,2,2,,,1,,3,True,False,0,1,,0.0,0,0,0.3333333333333333,0,0,2,0,2,0,1,0,0,0,241.0,Yan Jia,,Yan Jia,False,False,None,0,0,0
242,2015,2018,2,2,,,1,,3,True,False,0,1,,0.0,0,0,0.3333333333333333,0,0,2,0,2,0,1,0,0,0,242.0,Juan Cai,,Juan Cai,False,False,None,0,0,0
250,1984,2023,8,8,1994.0,1994.0,4,10.0,39,True,False,0,13,46.0,0.0,2,0,0.3519054510371442,0,0,6,0,6,0,2,0,0,0,250.0,Mareen Schacht,,Mareen Schacht,False,False,None,0,0,0
251,2007,2007,1,1,,,1,,0,True,False,0,4,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,251.0,Chantal Stadelmann,,Chantal Stadelmann,False,False,None,0,0,0
252,2007,2010,2,2,,,1,,3,True,False,0,9,,0.0,1,0,1.0,0,0,2,0,2,0,2,0,0,0,252.0,Stephanie Morales,,Stephanie Morales,False,False,None,0,0,0
253,2007,2010,2,2,,,1,,3,True,False,0,9,,0.0,1,0,1.0,0,0,2,0,2,0,1,0,0,0,253.0,Amanda Nelson,,Amanda Nelson,False,False,None,0,0,0
254,2007,2010,2,2,,,1,,3,True,False,0,9,,0.0,1,0,1.0,0,0,2,0,2,0,2,0,0,0,254.0,Dörthe Dehmel,,Dörthe Dehmel,False,False,None,0,0,0
261,2029,2029,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,261.0,Shawn Hart,,Shawn Hart,False,False,None,0,0,0
265,2018,2018,1,1,,,1,,0,True,False,0,0,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,265.0,Wei Zhang,,Wei Zhang,False,False,None,0,0,0
266,2018,2020,2,2,,,2,,2,True,False,0,2,,0.0,1,0,1.5,0,0,1,0,1,1,2,0,0,0,266.0,Ping Meng,,Ping Meng,False,False,None,0,0,0
267,2009,2020,4,4,,,3,,11,True,False,0,5,,0.0,1,0,0.7088948787061995,0,0,4,0,4,1,1,2,0,2,267.0,Walter White,,Walter White,False,False,None,0,0,0
268,2018,2020,2,2,,,2,,2,True,False,0,2,,0.0,1,0,1.5,0,0,1,0,1,1,1,0,0,0,268.0,Na Kang,,Na Kang,False,False,None,0,0,0
