artist_id,debut_year,latest_year,total_works,notable_works,first_notoriety,last_notoriety,genre_diversity,notoriety_lag,career_span,is_performer,is_recent_debut,recent_notable_works,outbound_influence,years_since_notoriety,notoriety_recency_score,collab_with_popular_count,recent_collab_count,collab_growth_rate,recent_inbound_influence,genre_alignment_score,prestige_label_count,prestige_group_count,prestige_score,influenced_by_popular_score,role_diversity,of_genre_works,of_influence_edges,of_alignment,id,name,stage_name,display_name,recent_collab_norm_pre,growth_norm_pre,collab_score,recent_notable_works_norm,outbound_influence_norm,collab_with_popular_count_norm,recent_inbound_influence_norm,genre_alignment_score_norm,genre_diversity_norm,prestige_score_norm,influenced_by_popular_score_norm,role_diversity_norm,notoriety_recency_score_norm,collab_score_norm,rising_star_score,rank,was_in_group,was_in_high_influence_group,group_name,group_prestige,group_inbound_influence,group_notable_works
331,2025,2025,1,1,,,1,,0,True,True,0,2,,0.0,2,0,0.0,0,0,2,0,2,0,1,0,0,0,331.0,Louis Armstrong,,Louis Armstrong,0.0,0.0,0.0,0.0,0.0833333333333333,0.2857142857142857,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.066,506.0,False,False,None,0,0,0
333,2025,2025,1,1,,,1,,0,True,True,0,2,,0.0,2,0,0.0,0,0,2,0,2,0,2,0,0,0,333.0,Lauren Foster,,Lauren Foster,0.0,0.0,0.0,0.0,0.0833333333333333,0.2857142857142857,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.081,352.0,False,False,None,0,0,0
350,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,350.0,Michael Williamson,,Michael Williamson,0.0,0.0,0.0,0.0,0.0833333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0388,1182.0,False,False,None,0,0,0
351,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,351.0,Tao Tan,,Tao Tan,0.0,0.0,0.0,0.0,0.0833333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0388,1182.0,False,False,None,0,0,0
352,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,352.0,Guiying Fang,,Guiying Fang,0.0,0.0,0.0,0.0,0.0833333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0388,1182.0,False,False,None,0,0,0
353,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,353.0,Li Zheng,,Li Zheng,0.0,0.0,0.0,0.0,0.0833333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0538,740.0,False,False,None,0,0,0
356,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,1,0,0.0,0,0,1,0,1,0,1,0,0,0,356.0,Ping Bai,,Ping Bai,0.0,0.0,0.0,0.0,0.0833333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0388,1182.0,False,False,None,0,0,0
359,2027,2027,1,1,2027.0,2027.0,1,0.0,0,True,True,0,4,13.0,0.0,0,0,0.0,0,0,2,0,2,1,1,0,0,0,359.0,Wei Mao,,Wei Mao,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.125,0.0,0.0,0.0,0.0483,893.0,False,False,None,0,0,0
368,2027,2027,1,1,,,1,,0,True,True,0,5,,0.0,0,0,0.0,0,0,1,0,1,1,1,0,0,0,368.0,Juan Zhu,,Juan Zhu,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.2,0.125,0.0,0.0,0.0,0.0442,987.0,False,False,None,0,0,0
377,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,377.0,Hildegund Wilmsen,,Hildegund Wilmsen,0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0442,987.0,False,False,None,0,0,0
379,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,379.0,Jutta Matthäi,,Jutta Matthäi,0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0442,987.0,False,False,None,0,0,0
383,2027,2027,1,1,,,1,,0,True,True,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,383.0,Mackenzie Compton,Arcana,Arcana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,2522.0,False,False,None,0,0,0
384,2027,2027,1,1,,,1,,0,True,True,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,384.0,Hannah Wilkinson,Leo Sinclair,Leo Sinclair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,2522.0,False,False,None,0,0,0
385,2027,2027,1,1,,,1,,0,True,True,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,385.0,Cynthia Nash,,Cynthia Nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,2522.0,False,False,None,0,0,0
386,2027,2027,1,1,,,1,,0,True,True,0,0,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,386.0,Sharon Holland,,Sharon Holland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.01,2522.0,False,False,None,0,0,0
392,2030,2030,1,1,,,1,,0,True,True,1,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,392.0,Jing Yang,,Jing Yang,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.035,1331.0,False,False,None,0,0,0
462,2027,2027,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,462.0,Marie-Louise Wesack,,Marie-Louise Wesack,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0367,1265.0,False,False,None,0,0,0
465,2027,2027,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,465.0,Ildiko Wesack,,Ildiko Wesack,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0217,1958.0,False,False,None,0,0,0
475,2027,2027,1,1,2027.0,2027.0,1,0.0,0,True,True,0,3,13.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,475.0,Qiang Lai,,Qiang Lai,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0275,1672.0,False,False,None,0,0,0
476,2027,2027,1,1,2027.0,2027.0,1,0.0,0,True,True,0,3,13.0,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,476.0,Xiuying Yuan,,Xiuying Yuan,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0275,1672.0,False,False,None,0,0,0
492,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,492.0,Yang Pan,,Yang Pan,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0217,1958.0,False,False,None,0,0,0
493,2029,2029,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,493.0,Chao Shen,,Chao Shen,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0217,1958.0,False,False,None,0,0,0
505,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,0,0,505.0,Juan Shi, Storm, Storm,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0217,1958.0,False,False,None,0,0,0
506,2028,2028,1,1,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,1,0,1,0,2,0,0,0,506.0,Erin Mitchell,,Erin Mitchell,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0367,1265.0,False,False,None,0,0,0
508,2028,2028,2,2,2028.0,2028.0,1,0.0,0,True,True,0,6,12.0,0.0,0,0,0.0,0,0,2,0,2,2,1,0,0,0,508.0,Tao He,,Tao He,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.0,0.0,0.065,542.0,False,False,None,0,0,0
511,2028,2028,2,2,,,1,,0,True,True,0,2,,0.0,0,0,0.0,0,0,2,0,2,1,2,0,0,0,511.0,Mateusz Mikoda,,Mateusz Mikoda,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.4,0.125,0.5,0.0,0.0,0.0517,776.0,False,False,None,0,0,0
512,2028,2028,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,2,0,2,1,1,0,0,0,512.0,Aniela Wszoła,,Aniela Wszoła,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.4,0.125,0.0,0.0,0.0,0.0308,1534.0,False,False,None,0,0,0
513,2028,2028,1,1,,,1,,0,True,True,0,1,,0.0,0,0,0.0,0,0,2,0,2,1,2,0,0,0,513.0,Tobiasz Haponiuk,,Tobiasz Haponiuk,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.4,0.125,0.5,0.0,0.0,0.0458,940.0,False,False,None,0,0,0
565,2027,2028,2,2,,,2,,1,True,True,0,9,,0.0,3,0,3.0,0,0,2,0,2,2,2,0,0,0,565.0,Wei Mo,,Wei Mo,0.0,0.3,0.105,0.0,0.375,0.4285714285714285,0.0,0.0,0.3333333333333333,0.4,0.25,0.5,0.0,0.105,0.1828,41.0,False,False,None,0,0,0
572,2025,2025,1,1,,,1,,0,True,True,0,1,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,572.0,Scott Nichols,,Scott Nichols,0.0,0.0,0.0,0.0,0.0416666666666666,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.048,895.0,False,False,None,0,0,0
578,2027,2027,1,1,,,1,,0,True,True,0,5,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,3,3,578.0,Wei Gao,,Wei Gao,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0392,1154.0,False,False,None,0,0,0
579,2027,2027,1,1,,,1,,0,True,True,0,5,,0.0,0,0,0.0,0,0,1,0,1,0,1,0,3,3,579.0,Lei Fu,,Lei Fu,0.0,0.0,0.0,0.0,0.2083333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0392,1154.0,False,False,None,0,0,0
591,2029,2029,1,1,,,1,,0,True,True,0,4,,0.0,1,0,0.0,0,0,1,0,1,1,2,0,0,0,591.0,Jun Cui,,Jun Cui,0.0,0.0,0.0,0.0,0.1666666666666666,0.1428571428571428,0.0,0.0,0.0,0.2,0.125,0.5,0.0,0.0,0.0705,452.0,False,False,None,0,0,0
595,2026,2026,1,1,,,1,,0,True,True,0,3,,0.0,2,0,0.0,0,0,1,0,1,0,2,0,0,0,595.0,Chao Zou,,Chao Zou,0.0,0.0,0.0,0.0,0.125,0.2857142857142857,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0768,389.0,False,False,None,0,0,0
602,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,602.0,Jason Roberts,,Jason Roberts,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
603,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,603.0,Gary Wallace,,Gary Wallace,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
604,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,604.0,Linda Ward,,Linda Ward,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
605,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,605.0,Lindsay Marsh,,Lindsay Marsh,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
606,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,606.0,Isabella Cook,,Isabella Cook,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
607,2028,2028,1,1,,,1,,0,True,True,0,4,,0.0,0,0,0.0,0,0,2,0,2,0,1,0,0,0,607.0,Shannon Romero,,Shannon Romero,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0433,1034.0,False,False,None,0,0,0
629,2028,2028,1,1,,,1,,0,True,True,0,5,,0.0,1,0,0.0,0,0,1,0,1,0,2,0,0,0,629.0,Marcelina Ogłaza,,Marcelina Ogłaza,0.0,0.0,0.0,0.0,0.2083333333333333,0.1428571428571428,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0713,442.0,False,False,None,0,0,0
660,2030,2030,1,1,,,1,,0,True,True,1,1,,0.0,1,0,0.0,0,0,1,0,1,1,2,0,0,0,660.0,Xiuying Mao,,Xiuying Mao,0.0,0.0,0.0,0.0833333333333333,0.0416666666666666,0.1428571428571428,0.0,0.0,0.0,0.2,0.125,0.5,0.0,0.0,0.0663,504.0,False,False,None,0,0,0
