artist_id,debut_year,latest_year,total_works,notable_works,first_notoriety,last_notoriety,genre_diversity,notoriety_lag,career_span,outbound_influence,inbound_influence,of_alignment,out_norm,in_norm,notable_norm,diversity_norm,rising_star_score,id,name,stage_name
108,2006.0,2027.0,4,4,2023.0,2023.0,3,17.0,21.0,2,0,0,0.06451612903225806,0.0,0.2,0.33333333333333337,0.13247311827956992,108.0,Brandon Vasquez,
109,2017.0,2027.0,4,3,2023.0,2023.0,3,6.0,10.0,1,1,0,0.03225806451612903,0.02127659574468085,0.15000000000000002,0.33333333333333337,0.11382521162205447,109.0,Audrey-Camille Nicolas,
113,2013.0,2013.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,113.0,Fang Zhong,
114,2027.0,2027.0,1,True,,,1,,0.0,3,0,0,0.0967741935483871,0.0,0.05,0.0,0.04870967741935484,114.0,Jie Long,
115,2007.0,2027.0,8,8,2011.0,2013.0,2,4.0,20.0,8,5,0,0.25806451612903225,0.10638297872340426,0.4,0.16666666666666666,0.2378357355296271,115.0,Ping Meng,
116,2007.0,2007.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,116.0,Wei Ye,
122,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,122.0,Sabina Hrušková,
123,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,123.0,Naděžda Pešková,
124,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,124.0,Michal Žák,
125,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,125.0,Miluše Dušková,
126,2025.0,2025.0,2,2,,,2,,0.0,1,0,0,0.03225806451612903,0.0,0.1,0.16666666666666666,0.06623655913978495,126.0,Miloš Pokorný,
131,2026.0,2026.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,131.0,Li Lin,
132,2026.0,2026.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,132.0,Jie Yu,
134,2026.0,2026.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,134.0,Steven Cordova,
135,2026.0,2026.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,135.0,Xia Chang,
136,2026.0,2026.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,136.0,Fang Kong,
140,2023.0,2023.0,1,True,2023.0,2023.0,1,0.0,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,140.0,Min Pan,Oblivion Rhapsody
141,2003.0,2023.0,6,6,2023.0,2023.0,4,20.0,20.0,2,7,0,0.06451612903225806,0.14893617021276595,0.30000000000000004,0.5,0.21559368565545645,141.0,Xia Wu,
142,2011.0,2020.0,3,2,,,3,,9.0,2,1,0,0.06451612903225806,0.02127659574468085,0.1,0.33333333333333337,0.11672843742850608,142.0,Wei Tang,
145,2013.0,2029.0,4,3,,,2,,16.0,0,1,0,0.0,0.02127659574468085,0.15000000000000002,0.16666666666666666,0.0675886524822695,145.0,Adrien Charles,
147,2020.0,2022.0,3,3,,,2,,2.0,0,0,0,0.0,0.0,0.15000000000000002,0.16666666666666666,0.06333333333333334,147.0,Na Qian,
149,2000.0,2010.0,4,4,2002.0,2002.0,1,2.0,10.0,6,0,0,0.1935483870967742,0.0,0.2,0.0,0.11741935483870969,149.0,Xia Fu,
150,1991.0,2013.0,7,7,2002.0,2002.0,1,11.0,22.0,9,5,0,0.29032258064516125,0.10638297872340426,0.35000000000000003,0.0,0.20740562800274537,150.0,Li Luo,
151,1993.0,2013.0,9,9,1993.0,2002.0,2,0.0,20.0,9,4,0,0.29032258064516125,0.0851063829787234,0.45,0.16666666666666666,0.25648364218714254,151.0,Gang Zhao,
156,2007.0,2007.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,156.0,Andrzej Schottin-Mühle,
157,2010.0,2010.0,1,True,2010.0,2010.0,1,0.0,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,157.0,Daria Boucsein,
158,2007.0,2010.0,2,2,2010.0,2010.0,2,3.0,3.0,1,1,0,0.03225806451612903,0.02127659574468085,0.1,0.16666666666666666,0.07049187828872111,158.0,Orhan Krein,
159,2010.0,2010.0,1,True,2010.0,2010.0,1,0.0,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,159.0,Ashley Waters,
160,2010.0,2010.0,2,2,2010.0,2010.0,1,0.0,0.0,0,2,0,0.0,0.0425531914893617,0.1,0.0,0.028510638297872343,160.0,Hans-Theo Eckbauer-Dehmel,
161,2007.0,2010.0,2,2,2010.0,2010.0,2,3.0,3.0,1,1,0,0.03225806451612903,0.02127659574468085,0.1,0.16666666666666666,0.07049187828872111,161.0,Sophia Baracca-Solimena,
162,2004.0,2013.0,3,3,2010.0,2010.0,2,6.0,9.0,3,3,0,0.0967741935483871,0.06382978723404255,0.15000000000000002,0.16666666666666666,0.11480896819949668,162.0,Mia Carsten,
163,2010.0,2029.0,11,11,2010.0,2017.0,4,0.0,19.0,4,6,0,0.12903225806451613,0.1276595744680851,0.55,0.5,0.2871448181194235,163.0,Regina Hesse,
170,2026.0,2028.0,2,2,,,2,,2.0,2,0,0,0.06451612903225806,0.0,0.1,0.16666666666666666,0.07913978494623655,170.0,Chao Yu,
171,2026.0,2026.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,171.0,Chao Qiao,
172,1997.0,2026.0,9,8,2007.0,2026.0,3,10.0,29.0,17,12,0,0.5483870967741935,0.2553191489361702,0.4,0.33333333333333337,0.41708533516357815,172.0,Lei Liao,
177,2023.0,2023.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,177.0,Jie Yan,
178,2020.0,2028.0,2,1,,,1,,8.0,1,1,0,0.03225806451612903,0.02127659574468085,0.05,0.0,0.027158544955387786,178.0,Li Mo,
179,2023.0,2023.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,179.0,Emily Huynh,
180,2023.0,2023.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,180.0,Gang Yang,
183,2013.0,2013.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,183.0,Guiying Feng,
185,2013.0,2013.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,185.0,Lei Xue,
188,2020.0,2020.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,188.0,Cecilia Scholz,
189,2025.0,2025.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,189.0,Alma Davids,
190,2013.0,2025.0,7,7,2013.0,2013.0,4,0.0,12.0,2,4,0,0.06451612903225806,0.0851063829787234,0.35000000000000003,0.5,0.21282772820864793,190.0,Peter Haering,
193,2013.0,2013.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,193.0,Elizabeth Phillips,
194,2018.0,2018.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,194.0,Ming Xiang,
197,2007.0,2007.0,1,True,,,1,,0.0,0,3,0,0.0,0.06382978723404255,0.05,0.0,0.02276595744680851,197.0,Xia Ren,
198,2017.0,2017.0,1,True,,,1,,0.0,1,0,1,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,198.0,Wei Wu,
199,2017.0,2017.0,1,True,,,1,,0.0,1,0,1,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,199.0,Tao Wei,
201,2017.0,2017.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,201.0,Fang Zou,
202,2017.0,2023.0,2,2,,,1,,6.0,0,1,0,0.0,0.02127659574468085,0.1,0.0,0.024255319148936173,202.0,Guiying Pan,
203,2017.0,2017.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,203.0,Tao Yao,
204,2017.0,2017.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,204.0,Juan Sun,
205,2017.0,2017.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,205.0,Jun Wei,
206,2017.0,2017.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,206.0,Tao Liao,
207,2014.0,2029.0,3,3,,,2,,15.0,11,5,0,0.3548387096774194,0.10638297872340426,0.15000000000000002,0.16666666666666666,0.22654541294898192,207.0,Juan Jia,
211,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,211.0,Jing Han,
212,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,212.0,Jun Yao,
214,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,214.0,Qiang Cai,
215,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,215.0,Qiang Huang,
217,1993.0,2029.0,4,4,,,3,,36.0,3,3,0,0.0967741935483871,0.06382978723404255,0.2,0.33333333333333337,0.15814230153283004,217.0,Honoré Foucher,
220,1997.0,1997.0,2,2,1997.0,1997.0,2,0.0,0.0,0,0,0,0.0,0.0,0.1,0.16666666666666666,0.05333333333333334,220.0,Ewa Zwara, Azure Wind
221,1991.0,1997.0,2,2,,,1,,6.0,0,1,0,0.0,0.02127659574468085,0.1,0.0,0.024255319148936173,221.0,Olaf Szumny,
222,1991.0,2000.0,4,4,1997.0,1997.0,3,6.0,9.0,1,1,0,0.03225806451612903,0.02127659574468085,0.2,0.33333333333333337,0.12382521162205447,222.0,Jakub Dziuda,
223,1991.0,2010.0,8,8,1997.0,2010.0,3,6.0,19.0,4,2,0,0.12903225806451613,0.0425531914893617,0.4,0.33333333333333337,0.2067902081903455,223.0,Borys Kościk,
226,2017.0,2025.0,2,2,,,2,,8.0,1,2,0,0.03225806451612903,0.0425531914893617,0.1,0.16666666666666666,0.07474719743765729,226.0,Ping Mo,
227,2013.0,2013.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,227.0,Chao Bai,
229,2013.0,2013.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,229.0,Willie Phelps,
230,2013.0,2013.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,230.0,Jing Zhong,
234,2007.0,2013.0,3,2,2010.0,2010.0,1,3.0,6.0,0,2,0,0.0,0.0425531914893617,0.1,0.0,0.028510638297872343,234.0,Beth Carpenter,
235,1985.0,2024.0,7,5,1996.0,2024.0,3,11.0,39.0,2,3,0,0.06451612903225806,0.06382978723404255,0.25,0.33333333333333337,0.1552390757263784,235.0,Shannon Gordon,
236,2007.0,2028.0,9,8,2010.0,2025.0,6,3.0,21.0,4,9,0,0.12903225806451613,0.19148936170212766,0.4,0.8333333333333334,0.33657744223289865,236.0,Kimberly Castillo,
240,2015.0,2015.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,240.0,Matthieu-Daniel Launay,
241,2015.0,2018.0,2,2,,,1,,3.0,0,0,0,0.0,0.0,0.1,0.0,0.020000000000000004,241.0,Yan Jia,
242,2015.0,2018.0,2,2,,,1,,3.0,0,0,0,0.0,0.0,0.1,0.0,0.020000000000000004,242.0,Juan Cai,
250,1984.0,2023.0,8,8,1994.0,1994.0,4,10.0,39.0,3,12,0,0.0967741935483871,0.2553191489361702,0.4,0.5,0.2697735072065889,250.0,Mareen Schacht,
251,2007.0,2007.0,1,True,,,1,,0.0,1,3,0,0.03225806451612903,0.06382978723404255,0.05,0.0,0.03566918325326013,251.0,Chantal Stadelmann,
252,2007.0,2010.0,2,2,,,1,,3.0,2,3,0,0.06451612903225806,0.06382978723404255,0.1,0.0,0.05857240905971174,252.0,Stephanie Morales,
253,2007.0,2010.0,2,2,,,1,,3.0,2,3,0,0.06451612903225806,0.06382978723404255,0.1,0.0,0.05857240905971174,253.0,Amanda Nelson,
254,2007.0,2010.0,2,2,,,1,,3.0,2,3,0,0.06451612903225806,0.06382978723404255,0.1,0.0,0.05857240905971174,254.0,Dörthe Dehmel,
261,2029.0,2029.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,261.0,Shawn Hart,
265,2018.0,2018.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,265.0,Wei Zhang,
266,2018.0,2020.0,2,2,,,2,,2.0,1,0,0,0.03225806451612903,0.0,0.1,0.16666666666666666,0.06623655913978495,266.0,Ping Meng,
267,2009.0,2020.0,4,4,,,3,,11.0,2,0,0,0.06451612903225806,0.0,0.2,0.33333333333333337,0.13247311827956992,267.0,Walter White,
268,2018.0,2020.0,2,2,,,2,,2.0,1,0,0,0.03225806451612903,0.0,0.1,0.16666666666666666,0.06623655913978495,268.0,Na Kang,
269,2014.0,2018.0,2,2,2014.0,2014.0,1,0.0,4.0,0,0,0,0.0,0.0,0.1,0.0,0.020000000000000004,269.0,Xia Zhong,
273,2017.0,2023.0,2,2,,,2,,6.0,0,1,0,0.0,0.02127659574468085,0.1,0.16666666666666666,0.057588652482269506,273.0,Tao Zou,
274,2013.0,2017.0,2,2,2013.0,2013.0,2,0.0,4.0,0,1,0,0.0,0.02127659574468085,0.1,0.16666666666666666,0.057588652482269506,274.0,Li Xie,
276,2013.0,2013.0,1,True,2013.0,2013.0,1,0.0,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,276.0,Kendra Miller,
280,2026.0,2026.0,1,True,2026.0,2026.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,280.0,George Bailey,
281,2026.0,2026.0,1,True,2026.0,2026.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,281.0,William Tran,
284,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,284.0,Liza Rijcken,
287,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,287.0,Ryan van 't Houteveen-Luboch,
288,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,288.0,Gerlind Sager-Ortmann,
289,2029.0,2029.0,1,True,2029.0,2029.0,1,0.0,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,289.0,Liam de Vrome,
293,2016.0,2016.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,293.0,Joseph Alvarez,
294,2016.0,2016.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,294.0,Xiulan Huang,
295,2016.0,2016.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,295.0,Xia Shen,
296,2010.0,2016.0,3,3,,,2,,6.0,0,2,0,0.0,0.0425531914893617,0.15000000000000002,0.16666666666666666,0.07184397163120568,296.0,Juan Long,
299,2007.0,2013.0,2,2,,,2,,6.0,0,3,0,0.0,0.06382978723404255,0.1,0.16666666666666666,0.06609929078014185,299.0,Ingbert Hertrampf,
300,2007.0,2023.0,4,4,,,4,,16.0,2,3,0,0.06451612903225806,0.06382978723404255,0.2,0.5,0.17857240905971175,300.0,Klaus-Günter Kensy,
301,2013.0,2013.0,1,True,,,1,,0.0,0,2,0,0.0,0.0425531914893617,0.05,0.0,0.01851063829787234,301.0,Robert Peters,
302,2007.0,2027.0,6,6,,,4,,20.0,4,7,0,0.12903225806451613,0.14893617021276595,0.30000000000000004,0.5,0.24140013726835965,302.0,Cindy Lübs,
303,2007.0,2027.0,8,8,,,5,,20.0,3,13,0,0.0967741935483871,0.2765957446808511,0.4,0.6666666666666666,0.3073621596888584,303.0,Corinna Gute,
304,2004.0,2023.0,9,9,2004.0,2007.0,4,0.0,19.0,3,5,0,0.0967741935483871,0.10638297872340426,0.45,0.5,0.2499862731640357,304.0,Belinda Knappe,
305,2007.0,2023.0,8,8,2017.0,2017.0,3,10.0,16.0,4,14,0,0.12903225806451613,0.2978723404255319,0.4,0.33333333333333337,0.25785403797757955,305.0,Bekir Bruder,
309,2014.0,2014.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,309.0,Jun Ye,
313,2007.0,2007.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,313.0,Li Liao,
314,2007.0,2027.0,5,5,2013.0,2026.0,3,6.0,20.0,6,5,0,0.1935483870967742,0.10638297872340426,0.25,0.33333333333333337,0.2153626172500572,314.0,Cristian Bonilla,
315,2007.0,2007.0,1,True,,,1,,0.0,0,1,0,0.0,0.02127659574468085,0.05,0.0,0.014255319148936171,315.0,Xiuying Guo,
316,2007.0,2027.0,4,4,2026.0,2026.0,4,19.0,20.0,5,2,0,0.16129032258064516,0.0425531914893617,0.2,0.5,0.21302676733013043,316.0,Lei Xue,
317,2007.0,2022.0,6,6,2013.0,2013.0,3,6.0,15.0,3,4,0,0.0967741935483871,0.0851063829787234,0.30000000000000004,0.33333333333333337,0.1823976206817662,317.0,Gang Bai,
322,2025.0,2025.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,322.0,Kelly Long,
323,2025.0,2025.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,323.0,Janice Fuentes,
324,2025.0,2025.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,324.0,Samantha Padilla,
325,2025.0,2025.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,325.0,Ryan Pollard,
326,2025.0,2025.0,1,True,,,1,,0.0,1,0,0,0.03225806451612903,0.0,0.05,0.0,0.022903225806451613,326.0,Laura Davis,
330,2023.0,2025.0,2,2,,,2,,2.0,0,0,0,0.0,0.0,0.1,0.16666666666666666,0.05333333333333334,330.0,Kerri Weeks,
331,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,331.0,Louis Armstrong,
332,1986.0,2025.0,4,4,,,2,,39.0,0,2,0,0.0,0.0425531914893617,0.2,0.16666666666666666,0.08184397163120569,332.0,David Hayes,
333,2025.0,2025.0,1,True,,,1,,0.0,0,0,0,0.0,0.0,0.05,0.0,0.010000000000000002,333.0,Lauren Foster,
334,1992.0,2025.0,4,4,2012.0,2012.0,3,20.0,33.0,1,2,0,0.03225806451612903,0.0425531914893617,0.2,0.33333333333333337,0.12808053077099063,334.0,Christopher Lee,
