artist_id,release_date,new_collabs,cumulative_collabs,id,name,stage_name,display_name
108,2027.0,4,9,108.0,Brandon Vasquez,,Brandon Vasquez
109,2017.0,2,2,109.0,Audrey-Camille Nicolas,,Audrey-Camille Nicolas
109,2023.0,3,5,109.0,Audrey-Camille Nicolas,,Audrey-Camille Nicolas
109,2025.0,2,7,109.0,Audrey-Camille Nicolas,,Audrey-Camille Nicolas
109,2027.0,4,11,109.0,Audrey-Camille Nicolas,,Audrey-Camille Nicolas
113,2013.0,1,1,113.0,Fang Zhong,,Fang Zhong
114,2027.0,3,3,114.0,Jie Long,,Jie Long
115,2007.0,1,1,115.0,Ping Meng,,Ping Meng
115,2010.0,2,3,115.0,Ping Meng,,Ping Meng
115,2011.0,3,6,115.0,Ping Meng,,Ping Meng
115,2013.0,4,10,115.0,Ping Meng,,Ping Meng
115,2027.0,3,13,115.0,Ping Meng,,Ping Meng
116,2007.0,1,1,116.0,Wei Ye,,Wei Ye
122,2025.0,4,4,122.0,Sabina Hrušková,,Sabina Hrušková
123,2025.0,4,4,123.0,Naděžda Pešková,,Naděžda Pešková
124,2025.0,4,4,124.0,Michal Žák,,Michal Žák
125,2025.0,4,4,125.0,Miluše Dušková,,Miluše Dušková
126,2025.0,4,4,126.0,Miloš Pokorný,,Miloš Pokorný
131,2026.0,4,4,131.0,Li Lin,,Li Lin
132,2026.0,4,4,132.0,Jie Yu,,Jie Yu
134,2026.0,4,4,134.0,Steven Cordova,,Steven Cordova
135,2026.0,4,4,135.0,Xia Chang,,Xia Chang
136,2026.0,4,4,136.0,Fang Kong,,Fang Kong
140,2023.0,1,1,140.0,Min Pan,Oblivion Rhapsody,Oblivion Rhapsody
141,2023.0,1,1,141.0,Xia Wu,,Xia Wu
142,2013.0,4,4,142.0,Wei Tang,,Wei Tang
142,2020.0,1,5,142.0,Wei Tang,,Wei Tang
145,2013.0,1,1,145.0,Adrien Charles,,Adrien Charles
145,2020.0,9,10,145.0,Adrien Charles,,Adrien Charles
145,2029.0,6,16,145.0,Adrien Charles,,Adrien Charles
147,2020.0,2,2,147.0,Na Qian,,Na Qian
147,2022.0,3,5,147.0,Na Qian,,Na Qian
149,2000.0,3,3,149.0,Xia Fu,,Xia Fu
149,2002.0,3,6,149.0,Xia Fu,,Xia Fu
149,2009.0,4,10,149.0,Xia Fu,,Xia Fu
149,2010.0,3,13,149.0,Xia Fu,,Xia Fu
150,1999.0,2,2,150.0,Li Luo,,Li Luo
150,2000.0,3,5,150.0,Li Luo,,Li Luo
150,2002.0,3,8,150.0,Li Luo,,Li Luo
150,2009.0,4,12,150.0,Li Luo,,Li Luo
150,2010.0,3,15,150.0,Li Luo,,Li Luo
150,2013.0,1,16,150.0,Li Luo,,Li Luo
151,1993.0,1,1,151.0,Gang Zhao,,Gang Zhao
151,1999.0,2,3,151.0,Gang Zhao,,Gang Zhao
151,2002.0,3,6,151.0,Gang Zhao,,Gang Zhao
151,2004.0,1,7,151.0,Gang Zhao,,Gang Zhao
151,2006.0,2,9,151.0,Gang Zhao,,Gang Zhao
151,2009.0,4,13,151.0,Gang Zhao,,Gang Zhao
151,2010.0,7,20,151.0,Gang Zhao,,Gang Zhao
151,2013.0,1,21,151.0,Gang Zhao,,Gang Zhao
156,2007.0,2,2,156.0,Andrzej Schottin-Mühle,,Andrzej Schottin-Mühle
157,2010.0,6,6,157.0,Daria Boucsein,,Daria Boucsein
158,2007.0,2,2,158.0,Orhan Krein,,Orhan Krein
158,2010.0,6,8,158.0,Orhan Krein,,Orhan Krein
159,2010.0,6,6,159.0,Ashley Waters,,Ashley Waters
160,2010.0,8,8,160.0,Hans-Theo Eckbauer-Dehmel,,Hans-Theo Eckbauer-Dehmel
161,2007.0,2,2,161.0,Sophia Baracca-Solimena,,Sophia Baracca-Solimena
161,2010.0,6,8,161.0,Sophia Baracca-Solimena,,Sophia Baracca-Solimena
162,2010.0,6,6,162.0,Mia Carsten,,Mia Carsten
162,2013.0,2,8,162.0,Mia Carsten,,Mia Carsten
163,2010.0,8,8,163.0,Regina Hesse,,Regina Hesse
163,2013.0,4,12,163.0,Regina Hesse,,Regina Hesse
163,2017.0,3,15,163.0,Regina Hesse,,Regina Hesse
163,2020.0,6,21,163.0,Regina Hesse,,Regina Hesse
163,2022.0,10,31,163.0,Regina Hesse,,Regina Hesse
163,2023.0,7,38,163.0,Regina Hesse,,Regina Hesse
163,2029.0,9,47,163.0,Regina Hesse,,Regina Hesse
170,2026.0,2,2,170.0,Chao Yu,,Chao Yu
170,2028.0,9,11,170.0,Chao Yu,,Chao Yu
171,2026.0,2,2,171.0,Chao Qiao,,Chao Qiao
172,2007.0,1,1,172.0,Lei Liao,,Lei Liao
172,2018.0,3,4,172.0,Lei Liao,,Lei Liao
172,2023.0,1,5,172.0,Lei Liao,,Lei Liao
172,2026.0,2,7,172.0,Lei Liao,,Lei Liao
177,2023.0,2,2,177.0,Jie Yan,,Jie Yan
178,2020.0,1,1,178.0,Li Mo,,Li Mo
178,2028.0,2,3,178.0,Li Mo,,Li Mo
179,2023.0,2,2,179.0,Emily Huynh,,Emily Huynh
180,2023.0,2,2,180.0,Gang Yang,,Gang Yang
183,2013.0,1,1,183.0,Guiying Feng,,Guiying Feng
185,2013.0,1,1,185.0,Lei Xue,,Lei Xue
188,2020.0,1,1,188.0,Cecilia Scholz,,Cecilia Scholz
189,2025.0,7,7,189.0,Alma Davids,,Alma Davids
190,2013.0,9,9,190.0,Peter Haering,,Peter Haering
190,2020.0,3,12,190.0,Peter Haering,,Peter Haering
190,2023.0,2,14,190.0,Peter Haering,,Peter Haering
190,2025.0,7,21,190.0,Peter Haering,,Peter Haering
194,2018.0,2,2,194.0,Ming Xiang,,Ming Xiang
197,2007.0,5,5,197.0,Xia Ren,,Xia Ren
198,2017.0,1,1,198.0,Wei Wu,,Wei Wu
199,2017.0,1,1,199.0,Tao Wei,,Tao Wei
201,2017.0,5,5,201.0,Fang Zou,,Fang Zou
202,2017.0,5,5,202.0,Guiying Pan,,Guiying Pan
202,2023.0,3,8,202.0,Guiying Pan,,Guiying Pan
203,2017.0,5,5,203.0,Tao Yao,,Tao Yao
204,2017.0,5,5,204.0,Juan Sun,,Juan Sun
205,2017.0,5,5,205.0,Jun Wei,,Jun Wei
206,2017.0,5,5,206.0,Tao Liao,,Tao Liao
207,2014.0,4,4,207.0,Juan Jia,,Juan Jia
207,2018.0,4,8,207.0,Juan Jia,,Juan Jia
207,2029.0,1,9,207.0,Juan Jia,,Juan Jia
211,2029.0,3,3,211.0,Jing Han,,Jing Han
212,2029.0,3,3,212.0,Jun Yao,,Jun Yao
214,2029.0,3,3,214.0,Qiang Cai,,Qiang Cai
215,2029.0,3,3,215.0,Qiang Huang,,Qiang Huang
217,1993.0,1,1,217.0,Honoré Foucher,,Honoré Foucher
217,2012.0,4,5,217.0,Honoré Foucher,,Honoré Foucher
220,1997.0,5,5,220.0,Ewa Zwara, Azure Wind, Azure Wind
221,1991.0,5,5,221.0,Olaf Szumny,,Olaf Szumny
221,1997.0,4,9,221.0,Olaf Szumny,,Olaf Szumny
222,1991.0,5,5,222.0,Jakub Dziuda,,Jakub Dziuda
222,1997.0,5,10,222.0,Jakub Dziuda,,Jakub Dziuda
222,2000.0,4,14,222.0,Jakub Dziuda,,Jakub Dziuda
223,1991.0,5,5,223.0,Borys Kościk,,Borys Kościk
223,1997.0,5,10,223.0,Borys Kościk,,Borys Kościk
223,2000.0,4,14,223.0,Borys Kościk,,Borys Kościk
226,2017.0,5,5,226.0,Ping Mo,,Ping Mo
226,2025.0,3,8,226.0,Ping Mo,,Ping Mo
227,2013.0,2,2,227.0,Chao Bai,,Chao Bai
229,2013.0,2,2,229.0,Willie Phelps,,Willie Phelps
230,2013.0,2,2,230.0,Jing Zhong,,Jing Zhong
234,2007.0,3,3,234.0,Beth Carpenter,,Beth Carpenter
234,2010.0,4,7,234.0,Beth Carpenter,,Beth Carpenter
234,2013.0,2,9,234.0,Beth Carpenter,,Beth Carpenter
235,1985.0,2,2,235.0,Shannon Gordon,,Shannon Gordon
235,2007.0,3,5,235.0,Shannon Gordon,,Shannon Gordon
235,2010.0,4,9,235.0,Shannon Gordon,,Shannon Gordon
235,2013.0,2,11,235.0,Shannon Gordon,,Shannon Gordon
235,2023.0,3,14,235.0,Shannon Gordon,,Shannon Gordon
235,2024.0,3,17,235.0,Shannon Gordon,,Shannon Gordon
236,2007.0,3,3,236.0,Kimberly Castillo,,Kimberly Castillo
236,2010.0,4,7,236.0,Kimberly Castillo,,Kimberly Castillo
236,2013.0,5,12,236.0,Kimberly Castillo,,Kimberly Castillo
236,2023.0,2,14,236.0,Kimberly Castillo,,Kimberly Castillo
236,2024.0,11,25,236.0,Kimberly Castillo,,Kimberly Castillo
236,2025.0,13,38,236.0,Kimberly Castillo,,Kimberly Castillo
236,2028.0,4,42,236.0,Kimberly Castillo,,Kimberly Castillo
240,2015.0,2,2,240.0,Matthieu-Daniel Launay,,Matthieu-Daniel Launay
241,2015.0,2,2,241.0,Yan Jia,,Yan Jia
241,2018.0,1,3,241.0,Yan Jia,,Yan Jia
242,2015.0,2,2,242.0,Juan Cai,,Juan Cai
242,2018.0,1,3,242.0,Juan Cai,,Juan Cai
250,1984.0,1,1,250.0,Mareen Schacht,,Mareen Schacht
250,2007.0,4,5,250.0,Mareen Schacht,,Mareen Schacht
250,2010.0,5,10,250.0,Mareen Schacht,,Mareen Schacht
250,2013.0,3,13,250.0,Mareen Schacht,,Mareen Schacht
250,2023.0,1,14,250.0,Mareen Schacht,,Mareen Schacht
251,2007.0,4,4,251.0,Chantal Stadelmann,,Chantal Stadelmann
252,2007.0,4,4,252.0,Stephanie Morales,,Stephanie Morales
252,2010.0,3,7,252.0,Stephanie Morales,,Stephanie Morales
253,2007.0,4,4,253.0,Amanda Nelson,,Amanda Nelson
253,2010.0,3,7,253.0,Amanda Nelson,,Amanda Nelson
254,2007.0,4,4,254.0,Dörthe Dehmel,,Dörthe Dehmel
254,2010.0,3,7,254.0,Dörthe Dehmel,,Dörthe Dehmel
265,2018.0,4,4,265.0,Wei Zhang,,Wei Zhang
266,2018.0,4,4,266.0,Ping Meng,,Ping Meng
266,2020.0,3,7,266.0,Ping Meng,,Ping Meng
267,2009.0,4,4,267.0,Walter White,,Walter White
267,2010.0,2,6,267.0,Walter White,,Walter White
267,2018.0,4,10,267.0,Walter White,,Walter White
267,2020.0,3,13,267.0,Walter White,,Walter White
268,2018.0,4,4,268.0,Na Kang,,Na Kang
268,2020.0,3,7,268.0,Na Kang,,Na Kang
269,2014.0,5,5,269.0,Xia Zhong,,Xia Zhong
269,2018.0,4,9,269.0,Xia Zhong,,Xia Zhong
273,2017.0,1,1,273.0,Tao Zou,,Tao Zou
273,2023.0,3,4,273.0,Tao Zou,,Tao Zou
274,2013.0,6,6,274.0,Li Xie,,Li Xie
274,2017.0,1,7,274.0,Li Xie,,Li Xie
276,2013.0,6,6,276.0,Kendra Miller,,Kendra Miller
280,2026.0,1,1,280.0,George Bailey,,George Bailey
281,2026.0,1,1,281.0,William Tran,,William Tran
284,2029.0,3,3,284.0,Liza Rijcken,,Liza Rijcken
287,2029.0,3,3,287.0,Ryan van 't Houteveen-Luboch,,Ryan van 't Houteveen-Luboch
288,2029.0,3,3,288.0,Gerlind Sager-Ortmann,,Gerlind Sager-Ortmann
289,2029.0,3,3,289.0,Liam de Vrome,,Liam de Vrome
293,2016.0,3,3,293.0,Joseph Alvarez,,Joseph Alvarez
294,2016.0,3,3,294.0,Xiulan Huang,,Xiulan Huang
295,2016.0,3,3,295.0,Xia Shen,,Xia Shen
296,2010.0,5,5,296.0,Juan Long,,Juan Long
296,2016.0,8,13,296.0,Juan Long,,Juan Long
299,2007.0,7,7,299.0,Ingbert Hertrampf,,Ingbert Hertrampf
299,2013.0,6,13,299.0,Ingbert Hertrampf,,Ingbert Hertrampf
300,2007.0,7,7,300.0,Klaus-Günter Kensy,,Klaus-Günter Kensy
300,2013.0,6,13,300.0,Klaus-Günter Kensy,,Klaus-Günter Kensy
300,2023.0,4,17,300.0,Klaus-Günter Kensy,,Klaus-Günter Kensy
301,2013.0,6,6,301.0,Robert Peters,,Robert Peters
302,2007.0,7,7,302.0,Cindy Lübs,,Cindy Lübs
302,2013.0,15,22,302.0,Cindy Lübs,,Cindy Lübs
302,2023.0,1,23,302.0,Cindy Lübs,,Cindy Lübs
302,2027.0,4,27,302.0,Cindy Lübs,,Cindy Lübs
303,2007.0,10,10,303.0,Corinna Gute,,Corinna Gute
303,2013.0,6,16,303.0,Corinna Gute,,Corinna Gute
303,2017.0,3,19,303.0,Corinna Gute,,Corinna Gute
303,2020.0,3,22,303.0,Corinna Gute,,Corinna Gute
303,2027.0,14,36,303.0,Corinna Gute,,Corinna Gute
304,2004.0,4,4,304.0,Belinda Knappe,,Belinda Knappe
304,2007.0,9,13,304.0,Belinda Knappe,,Belinda Knappe
304,2012.0,3,16,304.0,Belinda Knappe,,Belinda Knappe
304,2013.0,11,27,304.0,Belinda Knappe,,Belinda Knappe
304,2023.0,3,30,304.0,Belinda Knappe,,Belinda Knappe
305,2007.0,3,3,305.0,Bekir Bruder,,Bekir Bruder
305,2013.0,13,16,305.0,Bekir Bruder,,Bekir Bruder
305,2017.0,3,19,305.0,Bekir Bruder,,Bekir Bruder
305,2020.0,2,21,305.0,Bekir Bruder,,Bekir Bruder
305,2023.0,4,25,305.0,Bekir Bruder,,Bekir Bruder
313,2007.0,3,3,313.0,Li Liao,,Li Liao
314,2007.0,3,3,314.0,Cristian Bonilla,,Cristian Bonilla
314,2010.0,4,7,314.0,Cristian Bonilla,,Cristian Bonilla
314,2013.0,4,11,314.0,Cristian Bonilla,,Cristian Bonilla
314,2026.0,4,15,314.0,Cristian Bonilla,,Cristian Bonilla
314,2027.0,3,18,314.0,Cristian Bonilla,,Cristian Bonilla
315,2007.0,3,3,315.0,Xiuying Guo,,Xiuying Guo
316,2007.0,3,3,316.0,Lei Xue,,Lei Xue
316,2024.0,3,6,316.0,Lei Xue,,Lei Xue
316,2026.0,4,10,316.0,Lei Xue,,Lei Xue
316,2027.0,3,13,316.0,Lei Xue,,Lei Xue
317,2007.0,3,3,317.0,Gang Bai,,Gang Bai
317,2010.0,4,7,317.0,Gang Bai,,Gang Bai
317,2013.0,4,11,317.0,Gang Bai,,Gang Bai
317,2014.0,2,13,317.0,Gang Bai,,Gang Bai
317,2022.0,2,15,317.0,Gang Bai,,Gang Bai
322,2025.0,4,4,322.0,Kelly Long,,Kelly Long
323,2025.0,4,4,323.0,Janice Fuentes,,Janice Fuentes
324,2025.0,4,4,324.0,Samantha Padilla,,Samantha Padilla
325,2025.0,4,4,325.0,Ryan Pollard,,Ryan Pollard
326,2025.0,4,4,326.0,Laura Davis,,Laura Davis
330,2023.0,1,1,330.0,Kerri Weeks,,Kerri Weeks
330,2025.0,4,5,330.0,Kerri Weeks,,Kerri Weeks
331,2025.0,4,4,331.0,Louis Armstrong,,Louis Armstrong
332,1986.0,3,3,332.0,David Hayes,,David Hayes
332,2000.0,2,5,332.0,David Hayes,,David Hayes
332,2023.0,1,6,332.0,David Hayes,,David Hayes
332,2025.0,4,10,332.0,David Hayes,,David Hayes
333,2025.0,4,4,333.0,Lauren Foster,,Lauren Foster
334,1992.0,2,2,334.0,Christopher Lee,,Christopher Lee
334,1994.0,2,4,334.0,Christopher Lee,,Christopher Lee
334,2012.0,4,8,334.0,Christopher Lee,,Christopher Lee
334,2025.0,4,12,334.0,Christopher Lee,,Christopher Lee
345,2013.0,3,3,345.0,Laila Rosenow-Mans,,Laila Rosenow-Mans
346,2013.0,3,3,346.0,Ulrich Klotz,,Ulrich Klotz
347,2013.0,3,3,347.0,Frau Marianna Wernecke,,Frau Marianna Wernecke
347,2020.0,2,5,347.0,Frau Marianna Wernecke,,Frau Marianna Wernecke
347,2025.0,7,12,347.0,Frau Marianna Wernecke,,Frau Marianna Wernecke
350,2028.0,5,5,350.0,Michael Williamson,,Michael Williamson
351,2028.0,5,5,351.0,Tao Tan,,Tao Tan
352,2028.0,5,5,352.0,Guiying Fang,,Guiying Fang
353,2028.0,5,5,353.0,Li Zheng,,Li Zheng
355,2013.0,6,6,355.0,Juan Yin,,Juan Yin
355,2018.0,7,13,355.0,Juan Yin,,Juan Yin
355,2023.0,8,21,355.0,Juan Yin,,Juan Yin
355,2024.0,5,26,355.0,Juan Yin,,Juan Yin
355,2028.0,5,31,355.0,Juan Yin,,Juan Yin
355,2029.0,3,34,355.0,Juan Yin,,Juan Yin
356,2028.0,5,5,356.0,Ping Bai,,Ping Bai
359,2027.0,3,3,359.0,Wei Mao,,Wei Mao
360,2023.0,2,2,360.0,Wei Xiao,,Wei Xiao
360,2027.0,3,5,360.0,Wei Xiao,,Wei Xiao
361,2023.0,2,2,361.0,Gang Chen,,Gang Chen
361,2027.0,3,5,361.0,Gang Chen,,Gang Chen
362,2023.0,2,2,362.0,Yong Yao,,Yong Yao
362,2027.0,3,5,362.0,Yong Yao,,Yong Yao
366,2021.0,2,2,366.0,Juan Meng,,Juan Meng
367,2021.0,2,2,367.0,Tao Yan,,Tao Yan
368,2027.0,1,1,368.0,Juan Zhu,,Juan Zhu
369,2021.0,2,2,369.0,Ping Liang,,Ping Liang
369,2027.0,1,3,369.0,Ping Liang,,Ping Liang
372,2017.0,2,2,372.0,Tao Cui, FL∆ME, FL∆ME
372,2026.0,3,5,372.0,Tao Cui, FL∆ME, FL∆ME
372,2029.0,1,6,372.0,Tao Cui, FL∆ME, FL∆ME
373,2017.0,2,2,373.0,Na Hu,,Na Hu
374,2017.0,2,2,374.0,Tao Qin,,Tao Qin
377,2030.0,3,3,377.0,Hildegund Wilmsen,,Hildegund Wilmsen
378,2013.0,2,2,378.0,Rosalie Hettner-Warmer,,Rosalie Hettner-Warmer
378,2030.0,3,5,378.0,Rosalie Hettner-Warmer,,Rosalie Hettner-Warmer
379,2030.0,3,3,379.0,Jutta Matthäi,,Jutta Matthäi
380,2013.0,2,2,380.0,Hanne-Lore Scholl-Heser,,Hanne-Lore Scholl-Heser
380,2030.0,3,5,380.0,Hanne-Lore Scholl-Heser,,Hanne-Lore Scholl-Heser
383,2027.0,4,4,383.0,Mackenzie Compton,Arcana,Arcana
384,2027.0,4,4,384.0,Hannah Wilkinson,Leo Sinclair,Leo Sinclair
385,2027.0,4,4,385.0,Cynthia Nash,,Cynthia Nash
386,2027.0,4,4,386.0,Sharon Holland,,Sharon Holland
388,2022.0,12,12,388.0,Jun Song,,Jun Song
388,2027.0,4,16,388.0,Jun Song,,Jun Song
396,2022.0,2,2,396.0,Min Chang,,Min Chang
397,2006.0,3,3,397.0,Qiang Meng,,Qiang Meng
397,2010.0,5,8,397.0,Qiang Meng,,Qiang Meng
397,2022.0,2,10,397.0,Qiang Meng,,Qiang Meng
398,2022.0,2,2,398.0,Xia Chen,,Xia Chen
403,2011.0,1,1,403.0,Dunja Reinhardt,,Dunja Reinhardt
404,2020.0,6,6,404.0,Eckehard Wagner,,Eckehard Wagner
405,2007.0,1,1,405.0,Leyla Graf-Gotthard,,Leyla Graf-Gotthard
405,2011.0,1,2,405.0,Leyla Graf-Gotthard,,Leyla Graf-Gotthard
405,2020.0,18,20,405.0,Leyla Graf-Gotthard,,Leyla Graf-Gotthard
405,2023.0,5,25,405.0,Leyla Graf-Gotthard,,Leyla Graf-Gotthard
405,2029.0,9,34,405.0,Leyla Graf-Gotthard,,Leyla Graf-Gotthard
410,2008.0,4,4,410.0,Destiny Norman,,Destiny Norman
415,1987.0,2,2,415.0,Denise Bell,,Denise Bell
415,2004.0,1,3,415.0,Denise Bell,,Denise Bell
424,2000.0,3,3,424.0,Sherry Russell,,Sherry Russell
425,2000.0,3,3,425.0,Hazel Kara,,Hazel Kara
425,2003.0,1,4,425.0,Hazel Kara,,Hazel Kara
426,2000.0,3,3,426.0,Juan Hu,,Juan Hu
427,2000.0,3,3,427.0,Tammy Mcdonald,,Tammy Mcdonald
432,2000.0,2,2,432.0,Lei Zhou,,Lei Zhou
433,2000.0,2,2,433.0,Ping Chen,,Ping Chen
433,2021.0,1,3,433.0,Ping Chen,,Ping Chen
434,2013.0,2,2,434.0,Juan Gao,,Juan Gao
435,2015.0,4,4,435.0,Juan Xu,,Juan Xu
435,2023.0,5,9,435.0,Juan Xu,,Juan Xu
436,2000.0,2,2,436.0,Deborah Rogers,,Deborah Rogers
439,2010.0,3,3,439.0,Fang Zou,,Fang Zou
440,2010.0,7,7,440.0,Gang Cui,,Gang Cui
440,2018.0,4,11,440.0,Gang Cui,,Gang Cui
440,2019.0,3,14,440.0,Gang Cui,,Gang Cui
441,2010.0,5,5,441.0,Alisha Fuller,,Alisha Fuller
441,2018.0,4,9,441.0,Alisha Fuller,,Alisha Fuller
441,2019.0,3,12,441.0,Alisha Fuller,,Alisha Fuller
442,2010.0,3,3,442.0,John Ferguson,,John Ferguson
442,2019.0,3,6,442.0,John Ferguson,,John Ferguson
443,2010.0,7,7,443.0,Guiying Qin,,Guiying Qin
443,2018.0,4,11,443.0,Guiying Qin,,Guiying Qin
443,2019.0,3,14,443.0,Guiying Qin,,Guiying Qin
450,2003.0,2,2,450.0,Jun Cao,,Jun Cao
450,2015.0,1,3,450.0,Jun Cao,,Jun Cao
451,2003.0,2,2,451.0,Gang Lei,,Gang Lei
451,2021.0,2,4,451.0,Gang Lei,,Gang Lei
455,1998.0,5,5,455.0,Yang Peng,,Yang Peng
455,2000.0,2,7,455.0,Yang Peng,,Yang Peng
455,2001.0,2,9,455.0,Yang Peng,,Yang Peng
455,2003.0,3,12,455.0,Yang Peng,,Yang Peng
456,1997.0,1,1,456.0,Yan Tang,,Yan Tang
456,1998.0,3,4,456.0,Yan Tang,,Yan Tang
