Edge Type,source,target,key,source_genre,source_year,target_genre
InStyleOf,1859,3730,0,Oceanus Folk,2017.0,Oceanus Folk
InStyleOf,1863,9702,0,Oceanus Folk,2013.0,Synthwave
InStyleOf,1863,1841,0,Oceanus Folk,2013.0,Indie Folk
InStyleOf,1880,16335,0,Alternative Rock,2023.0,Speed Metal
InStyleOf,1902,10398,0,Americana,2017.0,Indie Folk
InStyleOf,1907,9579,0,Synthwave,2021.0,Space Rock
InStyleOf,1907,13413,0,Synthwave,2021.0,Indie Folk
InStyleOf,1915,9995,0,Synthwave,2023.0,Dream Pop
InStyleOf,1920,8236,0,Doom Metal,2020.0,Indie Folk
InStyleOf,1927,16635,0,Dream Pop,2011.0,Dream Pop
InStyleOf,1933,4167,0,Avant-Garde Folk,2025.0,Southern Gothic Rock
InStyleOf,1933,14510,0,Avant-Garde Folk,2025.0,Southern Gothic Rock
InStyleOf,1939,13990,0,Space Rock,2026.0,Post-Apocalyptic Folk
InStyleOf,1939,10673,0,Space Rock,2026.0,Doom Metal
InStyleOf,1943,14768,0,Lo-Fi Electronica,2020.0,Lo-Fi Electronica
InStyleOf,1984,11251,0,Desert Rock,2029.0,Indie Folk
InStyleOf,1996,11768,0,Dream Pop,2026.0,Dream Pop
InStyleOf,2009,6635,0,Space Rock,2028.0,Doom Metal
InStyleOf,2078,9647,0,Indie Pop,2026.0,Southern Gothic Rock
InStyleOf,2078,11363,0,Indie Pop,2026.0,Blues Rock
InStyleOf,2093,12538,0,Darkwave,2020.0,Symphonic Metal
InStyleOf,2093,6551,0,Darkwave,2020.0,Indie Folk
InStyleOf,2099,5331,0,Doom Metal,2023.0,Synthwave
InStyleOf,2102,9335,0,Americana,2025.0,Indie Rock
InStyleOf,2107,16210,0,Dream Pop,2007.0,Dream Pop
InStyleOf,2120,6901,0,Indie Folk,2017.0,Indie Folk
InStyleOf,2124,15622,0,Synthwave,2024.0,Doom Metal
InStyleOf,2124,525,0,Synthwave,2024.0,Doom Metal
InStyleOf,2124,2956,0,Synthwave,2024.0,Indie Folk
InStyleOf,2130,10657,0,Dream Pop,2029.0,Dream Pop
InStyleOf,2167,4781,0,Lo-Fi Electronica,2007.0,Lo-Fi Electronica
InStyleOf,2169,1841,0,Oceanus Folk,2026.0,Indie Folk
InStyleOf,2197,12817,0,Doom Metal,2017.0,Synthwave
InStyleOf,2208,12382,0,Emo/Pop Punk,2019.0,Alternative Rock
InStyleOf,2212,5887,0,Doom Metal,2016.0,Doom Metal
InStyleOf,2234,14045,0,Lo-Fi Electronica,2025.0,Lo-Fi Electronica
InStyleOf,2238,10437,0,Synthwave,2009.0,Dream Pop
InStyleOf,2260,3730,0,Symphonic Metal,2029.0,Oceanus Folk
InStyleOf,2260,12079,0,Symphonic Metal,2029.0,Synthwave
InStyleOf,2260,12886,0,Symphonic Metal,2029.0,Dream Pop
InStyleOf,2277,6072,0,Lo-Fi Electronica,2004.0,Synthwave
InStyleOf,2277,14512,0,Lo-Fi Electronica,2004.0,Lo-Fi Electronica
InStyleOf,2292,11033,0,Indie Folk,2020.0,Doom Metal
InStyleOf,2292,9115,0,Indie Folk,2020.0,Indie Rock
InStyleOf,2303,7012,0,Alternative Rock,2025.0,Southern Gothic Rock
InStyleOf,2323,12395,0,Blues Rock,2027.0,Indie Folk
InStyleOf,2327,16421,0,Speed Metal,2025.0,Speed Metal
InStyleOf,2331,5802,0,Blues Rock,2011.0,Indie Pop
InStyleOf,2350,2807,0,Blues Rock,2007.0,Blues Rock
InStyleOf,2357,15034,0,Alternative Rock,2026.0,Alternative Rock
InStyleOf,2379,6994,0,Synthpop,2027.0,Oceanus Folk
InStyleOf,2391,2899,0,Synthwave,2023.0,Space Rock
InStyleOf,2433,6180,0,Dream Pop,2020.0,Desert Rock
InStyleOf,2433,6643,0,Dream Pop,2020.0,Indie Folk
InStyleOf,2440,5233,0,Dream Pop,2019.0,Dream Pop
InStyleOf,2454,14389,0,Synthwave,2030.0,Synthwave
InStyleOf,2461,1611,0,Doom Metal,2017.0,Indie Rock
InStyleOf,2475,15622,0,Alternative Rock,2026.0,Doom Metal
InStyleOf,2479,1857,0,Indie Rock,2009.0,Indie Rock
InStyleOf,2480,9488,0,Synthwave,2026.0,Synthwave
InStyleOf,2480,4814,0,Synthwave,2026.0,Doom Metal
InStyleOf,2486,12104,0,Doom Metal,2023.0,Doom Metal
InStyleOf,2493,1293,0,Southern Gothic Rock,2012.0,Southern Gothic Rock
InStyleOf,2493,14658,0,Southern Gothic Rock,2012.0,Southern Gothic Rock
InStyleOf,2495,2510,0,Dream Pop,2021.0,Dream Pop
InStyleOf,2495,9871,0,Dream Pop,2021.0,Dream Pop
InStyleOf,2534,13820,0,Indie Pop,2020.0,Lo-Fi Electronica
InStyleOf,2541,445,0,Dream Pop,2027.0,Psychedelic Rock
InStyleOf,2582,5680,0,Dream Pop,2024.0,Americana
InStyleOf,2596,14291,0,Dream Pop,2026.0,Americana
InStyleOf,2596,13246,0,Dream Pop,2026.0,Space Rock
InStyleOf,2604,11251,0,Dream Pop,2026.0,Indie Folk
InStyleOf,2616,8888,0,Americana,2020.0,Indie Rock
InStyleOf,2633,14322,0,Space Rock,2026.0,Post-Apocalyptic Folk
InStyleOf,2639,7574,0,Speed Metal,2003.0,Speed Metal
InStyleOf,2641,7250,0,Indie Rock,2024.0,Doom Metal
InStyleOf,2655,9650,0,Speed Metal,2006.0,Speed Metal
InStyleOf,2666,5110,0,Southern Gothic Rock,2012.0,Indie Pop
InStyleOf,2666,6868,0,Southern Gothic Rock,2012.0,Indie Pop
InStyleOf,2666,8997,0,Southern Gothic Rock,2012.0,Southern Gothic Rock
InStyleOf,2666,10549,0,Southern Gothic Rock,2012.0,Indie Pop
InStyleOf,2666,16495,0,Southern Gothic Rock,2012.0,Southern Gothic Rock
InStyleOf,2683,6616,0,Indie Rock,2023.0,Indie Rock
InStyleOf,2684,8832,0,Emo/Pop Punk,2026.0,Indie Pop
InStyleOf,2696,14086,0,Doom Metal,2010.0,Doom Metal
InStyleOf,2709,7435,0,Dream Pop,2018.0,Psychedelic Rock
InStyleOf,2709,16607,0,Dream Pop,2018.0,Synthwave
InStyleOf,2709,14322,0,Dream Pop,2018.0,Post-Apocalyptic Folk
InStyleOf,2743,16741,0,Southern Gothic Rock,2007.0,Southern Gothic Rock
InStyleOf,2768,8055,0,Alternative Rock,2015.0,Alternative Rock
InStyleOf,2779,6322,0,Psychedelic Rock,2026.0,Desert Rock
InStyleOf,2838,16262,0,Dream Pop,2012.0,Dream Pop
InStyleOf,2851,2628,0,Southern Gothic Rock,2027.0,Indie Pop
InStyleOf,2863,13724,0,Indie Rock,2022.0,Synthwave
InStyleOf,2889,5687,0,Desert Rock,2029.0,Indie Folk
InStyleOf,2889,7074,0,Desert Rock,2029.0,Indie Folk
InStyleOf,2931,15306,0,Symphonic Metal,2013.0,Psychedelic Rock
InStyleOf,2931,6901,0,Symphonic Metal,2013.0,Indie Folk
InStyleOf,2959,10412,0,Dream Pop,2028.0,Post-Apocalyptic Folk
InStyleOf,2963,13990,0,Post-Apocalyptic Folk,2020.0,Post-Apocalyptic Folk
InStyleOf,2972,13357,0,Dream Pop,2032.0,Southern Gothic Rock
InStyleOf,2972,12042,0,Dream Pop,2032.0,Southern Gothic Rock
InStyleOf,3002,6762,0,Synthwave,2023.0,Symphonic Metal
InStyleOf,3008,13873,0,Dream Pop,2021.0,Synthwave
InStyleOf,3043,14969,0,Americana,2024.0,Dream Pop
InStyleOf,3056,16653,0,Dream Pop,2022.0,Dream Pop
InStyleOf,3064,13104,0,Desert Rock,2023.0,Synthwave
InStyleOf,3064,14136,0,Desert Rock,2023.0,Doom Metal
InStyleOf,3094,632,0,Jazz Surf Rock,2023.0,Alternative Rock
InStyleOf,3094,7222,0,Jazz Surf Rock,2023.0,Alternative Rock
InStyleOf,3100,16441,0,Post-Apocalyptic Folk,2005.0,Psychedelic Rock
InStyleOf,3115,4618,0,Indie Pop,2008.0,Southern Gothic Rock
InStyleOf,3115,2068,0,Indie Pop,2008.0,Southern Gothic Rock
InStyleOf,3123,16702,0,Indie Pop,2005.0,Avant-Garde Folk
InStyleOf,3139,15343,0,Synthpop,2007.0,Speed Metal
InStyleOf,3144,9962,0,Indie Rock,2026.0,Doom Metal
InStyleOf,3151,2510,0,Alternative Rock,2015.0,Dream Pop
InStyleOf,3151,2279,0,Alternative Rock,2015.0,Dream Pop
InStyleOf,3160,2577,0,Symphonic Metal,2017.0,Synthwave
InStyleOf,3160,9716,0,Symphonic Metal,2017.0,Americana
InStyleOf,3174,7374,0,Dream Pop,2029.0,Dream Pop
InStyleOf,3183,15390,0,Southern Gothic Rock,2029.0,Indie Pop
InStyleOf,3205,15048,0,Psychedelic Rock,2029.0,Desert Rock
InStyleOf,3205,5711,0,Psychedelic Rock,2029.0,Psychedelic Rock
InStyleOf,3210,10530,0,Indie Folk,2026.0,Indie Folk
InStyleOf,3275,3194,0,Desert Rock,2023.0,Oceanus Folk
InStyleOf,3275,11978,0,Desert Rock,2023.0,Oceanus Folk
InStyleOf,3289,827,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InStyleOf,3289,10417,0,Lo-Fi Electronica,2019.0,Lo-Fi Electronica
InStyleOf,3302,6100,0,Avant-Garde Folk,2029.0,Southern Gothic Rock
InStyleOf,3302,1757,0,Avant-Garde Folk,2029.0,Avant-Garde Folk
InStyleOf,3310,933,0,Dream Pop,2014.0,Dream Pop
InStyleOf,3316,14281,0,Desert Rock,2023.0,Synthwave
InStyleOf,3325,4749,0,Emo/Pop Punk,2013.0,Emo/Pop Punk
InStyleOf,3325,5203,0,Emo/Pop Punk,2013.0,Emo/Pop Punk
InStyleOf,3329,2963,0,Post-Apocalyptic Folk,2022.0,Post-Apocalyptic Folk
InStyleOf,3329,2641,0,Post-Apocalyptic Folk,2022.0,Indie Rock
InStyleOf,3342,5808,0,Jazz Surf Rock,2020.0,Indie Folk
InStyleOf,3358,2002,0,Dream Pop,2017.0,Doom Metal
InStyleOf,3358,12365,0,Dream Pop,2017.0,Americana
InStyleOf,3358,9709,0,Dream Pop,2017.0,Oceanus Folk
InStyleOf,3362,3168,0,Synthwave,2022.0,Indie Folk
InStyleOf,3362,12656,0,Synthwave,2022.0,Doom Metal
InStyleOf,3362,15594,0,Synthwave,2022.0,Dream Pop
InStyleOf,3362,14300,0,Synthwave,2022.0,Doom Metal
InStyleOf,3362,2982,0,Synthwave,2022.0,Psychedelic Rock
InStyleOf,3362,15482,0,Synthwave,2022.0,Symphonic Metal
InStyleOf,3362,13147,0,Synthwave,2022.0,Synthpop
InStyleOf,3362,10975,0,Synthwave,2022.0,Synthwave
InStyleOf,3362,9406,0,Synthwave,2022.0,Darkwave
InStyleOf,3362,14460,0,Synthwave,2022.0,Americana
InStyleOf,3362,9579,0,Synthwave,2022.0,Space Rock
InStyleOf,3367,8888,0,Oceanus Folk,2023.0,Indie Rock
InStyleOf,3386,15894,0,Southern Gothic Rock,2019.0,Indie Pop
InStyleOf,3386,10503,0,Southern Gothic Rock,2019.0,Southern Gothic Rock
InStyleOf,3386,14038,0,Southern Gothic Rock,2019.0,Indie Pop
InStyleOf,3387,10549,0,Lo-Fi Electronica,2016.0,Indie Pop
InStyleOf,3426,6643,0,Desert Rock,2024.0,Indie Folk
InStyleOf,3433,1841,0,Indie Folk,2013.0,Indie Folk
InStyleOf,3438,14626,0,Synthwave,2029.0,Synthwave
InStyleOf,3444,4596,0,Indie Rock,2023.0,Synthwave
InStyleOf,3449,8899,0,Southern Gothic Rock,2027.0,Southern Gothic Rock
InStyleOf,3501,13324,0,Oceanus Folk,2007.0,Oceanus Folk
InStyleOf,3512,1018,0,Indie Pop,2013.0,Alternative Rock
InStyleOf,3512,7325,0,Indie Pop,2013.0,Emo/Pop Punk
InStyleOf,3519,15622,0,Doom Metal,2018.0,Doom Metal
InStyleOf,3536,10673,0,Doom Metal,2023.0,Doom Metal
InStyleOf,3567,1088,0,Synthpop,1994.0,Synthpop
InStyleOf,3580,1874,0,Dream Pop,2027.0,Dream Pop
InStyleOf,3606,4847,0,Dream Pop,2023.0,Indie Rock
InStyleOf,3626,5109,0,Emo/Pop Punk,2021.0,Emo/Pop Punk
InStyleOf,3626,5232,0,Emo/Pop Punk,2021.0,Emo/Pop Punk
InStyleOf,3626,3779,0,Emo/Pop Punk,2021.0,Blues Rock
InStyleOf,3627,6592,0,Southern Gothic Rock,2014.0,Emo/Pop Punk
InStyleOf,3633,8593,0,Doom Metal,2012.0,Doom Metal
InStyleOf,3633,5887,0,Doom Metal,2012.0,Doom Metal
InStyleOf,3652,7278,0,Dream Pop,2025.0,Synthwave
InStyleOf,3652,9308,0,Dream Pop,2025.0,Dream Pop
InStyleOf,3672,15501,0,Synthwave,2004.0,Indie Folk
InStyleOf,3683,2323,0,Dream Pop,2029.0,Blues Rock
InStyleOf,3688,13574,0,Doom Metal,2026.0,Synthwave
InStyleOf,3688,14136,0,Doom Metal,2026.0,Doom Metal
InStyleOf,3711,15973,0,Oceanus Folk,2024.0,Oceanus Folk
InStyleOf,3730,1841,0,Oceanus Folk,2016.0,Indie Folk
InStyleOf,3748,1533,0,Alternative Rock,2023.0,Alternative Rock
InStyleOf,3750,9883,0,Space Rock,2029.0,Doom Metal
InStyleOf,3793,6245,0,Emo/Pop Punk,2005.0,Emo/Pop Punk
InStyleOf,3793,4749,0,Emo/Pop Punk,2005.0,Emo/Pop Punk
InStyleOf,3795,15855,0,Synthwave,2020.0,Synthwave
InStyleOf,3801,423,0,Southern Gothic Rock,2007.0,Southern Gothic Rock
InStyleOf,3837,15198,0,Dream Pop,2027.0,Dream Pop
InStyleOf,3850,15708,0,Indie Rock,2024.0,Indie Rock
InStyleOf,3856,14440,0,Alternative Rock,2024.0,Alternative Rock
InStyleOf,3859,11363,0,Blues Rock,2023.0,Blues Rock
InStyleOf,3859,15715,0,Blues Rock,2023.0,Southern Gothic Rock
InStyleOf,3865,438,0,Synthwave,2013.0,Dream Pop
InStyleOf,3879,3531,0,Darkwave,2022.0,Doom Metal
InStyleOf,3885,13681,0,Americana,2018.0,Indie Folk
InStyleOf,3896,15818,0,Dream Pop,2010.0,Alternative Rock
InStyleOf,3923,14994,0,Indie Folk,2013.0,Indie Folk
InStyleOf,3956,6006,0,Oceanus Folk,2023.0,Doom Metal
InStyleOf,3991,5100,0,Synthwave,2021.0,Oceanus Folk
InStyleOf,4006,1857,0,Indie Rock,2007.0,Indie Rock
InStyleOf,4029,3688,0,Synthwave,2027.0,Doom Metal
InStyleOf,4038,16719,0,Psychedelic Rock,2020.0,Psychedelic Rock
InStyleOf,4046,3759,0,Jazz Surf Rock,2018.0,Doom Metal
InStyleOf,4046,13574,0,Jazz Surf Rock,2018.0,Synthwave
InStyleOf,4055,16491,0,Synthwave,2025.0,Indie Folk
InStyleOf,4071,11116,0,Doom Metal,2017.0,Indie Folk
