artist_id,display_name,rank,rising_star_score,debut_year,latest_year,career_span,primary_genre,group_name,recent_notable_works,notable_works,total_works,notoriety_recency_score,outbound_influence,collab_with_popular_count,collab_score,genre_alignment_score,genre_diversity,prestige_score,prestige_label_count,prestige_group_count,influenced_by_popular_score,role_diversity,of_alignment_score,of_genre_prop,of_inf_prop,of_genre_works,of_influence_edges,recent_notable_works_norm,outbound_influence_norm,collab_with_popular_count_norm,notoriety_recency_score_norm,collab_score,genre_alignment_score_norm,genre_diversity_norm,prestige_score_norm,influenced_by_popular_score_norm,role_diversity_norm
2634,Chao Li,14,0.2443,2026.0,2028.0,2.0,Space Rock,Radiant Siblings,0,3,3,0.0,17,5,0.034999999999999996,0,2,2,1,1,17,1,0.0,0.0,0.0,0,0,0.0,0.7083333333333333,0.21739130434782608,0.0,0.034999999999999996,0.0,0.3333333333333333,0.5,0.7391304347826086,0.0
6312,Fang Xiang,15,0.2396,2025.0,2028.0,3.0,Dream Pop,Solo,0,3,3,0.0,12,9,0.07250000000000002,0,3,1,1,0,12,2,0.0,0.0,0.0,0,0,0.0,0.5,0.3913043478260869,0.0,0.07250000000000002,0.0,0.6666666666666667,0.25,0.5217391304347826,0.5
3752,Nanni Telesio,16,0.2389,2027.0,2029.0,2.0,Doom Metal,Sawyer and the Frontiers,0,2,3,0.0,14,4,0.034999999999999996,0,3,2,1,1,14,2,0.0357,0.0,0.07142857142857142,0,1,0.0,0.5833333333333333,0.17391304347826086,0.0,0.034999999999999996,0.0,0.6666666666666667,0.5,0.6086956521739131,0.5
2312,Chao Wu,17,0.2388,2026.0,2029.0,3.0,Dream Pop,Solo,0,3,3,0.0,6,13,0.09333333333333335,0,3,3,3,0,5,2,0.0833,0.0,0.16666666666666666,0,1,0.0,0.25,0.5652173913043478,0.0,0.09333333333333335,0.0,0.6666666666666667,0.75,0.21739130434782608,0.5
7215,Jing Mao,18,0.2371,2029.0,2030.0,1.0,Indie Folk,Lunar Drift,0,2,2,0.6,6,9,0.06999999999999999,0,2,2,1,1,4,3,0.0833,0.0,0.16666666666666666,0,1,0.0,0.25,0.3913043478260869,0.6,0.06999999999999999,0.0,0.3333333333333333,0.5,0.17391304347826086,1.0
3751,YUNG DUSK,19,0.2339,2027.0,2029.0,2.0,Doom Metal,Sawyer and the Frontiers,0,2,3,0.0,14,4,0.034999999999999996,0,3,2,1,1,14,1,0.0357,0.0,0.07142857142857142,0,1,0.0,0.5833333333333333,0.17391304347826086,0.0,0.034999999999999996,0.0,0.6666666666666667,0.5,0.6086956521739131,0.0
17355,Kael Storm,20,0.2327,2031.0,2035.0,4.0,Oceanus Folk,Copper Canyon Ghosts,1,8,8,0.09999999999999998,4,4,0.6688461538461539,8,1,1,0,1,4,2,0.5,1.0,0.0,8,0,0.2,0.16666666666666666,0.17391304347826086,0.09999999999999998,0.6688461538461539,0.38095238095238093,0.0,0.25,0.17391304347826086,0.5
7217,Min Kong,21,0.2321,2029.0,2030.0,1.0,Indie Folk,Lunar Drift,0,2,2,0.6,6,9,0.06999999999999999,0,2,2,1,1,4,2,0.0833,0.0,0.16666666666666666,0,1,0.0,0.25,0.3913043478260869,0.6,0.06999999999999999,0.0,0.3333333333333333,0.5,0.17391304347826086,0.5
7218,Li Song,22,0.2271,2029.0,2030.0,1.0,Indie Folk,Lunar Drift,0,2,2,0.6,6,9,0.06999999999999999,0,2,2,1,1,4,1,0.0833,0.0,0.16666666666666666,0,1,0.0,0.25,0.3913043478260869,0.6,0.06999999999999999,0.0,0.3333333333333333,0.5,0.17391304347826086,0.0
17083,Sylas Dune,23,0.2255,2036.0,2036.0,0.0,Darkwave,Solo,4,4,5,0.0,5,0,0.0,0,1,0,0,0,4,2,0.0,0.0,0.0,0,0,0.8,0.20833333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.5
5902,Juan Liu,24,0.2243,2026.0,2027.0,1.0,Desert Rock,Solo,0,2,2,0.0,7,12,0.35,0,2,2,2,0,6,1,0.2857,0.0,0.5714285714285714,0,4,0.0,0.29166666666666663,0.5217391304347826,0.0,0.35,0.0,0.3333333333333333,0.5,0.2608695652173913,0.0
1720,Andrew Montgomery,25,0.2226,2026.0,2029.0,3.0,Dream Pop,Solo,0,1,2,0.0,11,10,0.03500000000000001,0,2,2,2,0,10,2,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.43478260869565216,0.0,0.03500000000000001,0.0,0.3333333333333333,0.5,0.43478260869565216,0.5
8322,Ming Wan,26,0.2195,2025.0,2026.0,1.0,Desert Rock,Solo,0,3,3,0.0,8,11,0.06999999999999999,0,3,1,1,0,8,3,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.4782608695652174,0.0,0.06999999999999999,0.0,0.6666666666666667,0.25,0.34782608695652173,1.0
8129,Juan Fu,27,0.2177,2026.0,2029.0,3.0,Dream Pop,Solo,0,2,2,0.0,4,23,0.17500000000000002,0,1,1,1,0,3,3,0.125,0.0,0.25,0,1,0.0,0.16666666666666666,1.0,0.0,0.17500000000000002,0.0,0.0,0.25,0.13043478260869565,1.0
6808,Jie Zhu,28,0.2163,2026.0,2028.0,2.0,Post-Apocalyptic Folk,Solo,0,3,3,0.0,6,11,0.1225,0,3,2,2,0,6,2,0.0,0.0,0.0,0,0,0.0,0.25,0.4782608695652174,0.0,0.1225,0.0,0.6666666666666667,0.5,0.2608695652173913,0.5
12749,Yan Luo,29,0.2151,2026.0,2030.0,4.0,Oceanus Folk,Solo,0,3,3,0.0,9,10,0.04375,0,3,1,1,0,9,2,0.3889,0.3333333333333333,0.4444444444444444,1,4,0.0,0.375,0.43478260869565216,0.0,0.04375,0.0,0.6666666666666667,0.25,0.3913043478260869,0.5
1774,Paula Wilson,30,0.2141,2028.0,2030.0,2.0,Darkwave,Phantom Resonance,0,3,3,0.0,11,11,0.10500000000000001,0,1,2,1,1,11,2,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.4782608695652174,0.0,0.10500000000000001,0.0,0.0,0.5,0.4782608695652174,0.5
6067,Yong Wen,31,0.2103,2026.0,2029.0,3.0,Desert Rock,Solo,0,2,2,0.0,12,7,0.03500000000000001,0,2,2,2,0,12,1,0.25,0.0,0.5,0,6,0.0,0.5,0.30434782608695654,0.0,0.03500000000000001,0.0,0.3333333333333333,0.5,0.5217391304347826,0.0
1437,Ping Sun,32,0.2072,2026.0,2029.0,3.0,Blues Rock,Crimson Theorem,0,3,3,0.0,4,9,0.055000000000000035,0,3,4,3,1,3,2,0.5417,0.3333333333333333,0.75,1,3,0.0,0.16666666666666666,0.3913043478260869,0.0,0.055000000000000035,0.0,0.6666666666666667,1.0,0.13043478260869565,0.5
6098,Antonietta Kreusel-Seip,33,0.2045,2025.0,2029.0,4.0,Desert Rock,Solo,0,3,3,0.0,4,15,0.07874999999999999,0,2,3,3,0,4,1,0.0,0.0,0.0,0,0,0.0,0.16666666666666666,0.6521739130434783,0.0,0.07874999999999999,0.0,0.3333333333333333,0.75,0.17391304347826086,0.0
6605,Jun Xie,34,0.2042,2025.0,2028.0,3.0,Dream Pop,Martial Harmonies,0,3,3,0.0,5,10,0.055000000000000035,0,3,3,2,1,5,1,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.43478260869565216,0.0,0.055000000000000035,0.0,0.6666666666666667,0.75,0.21739130434782608,0.0
170,Chao Yu,35,0.2015,2026.0,2028.0,2.0,Avant-Garde Folk,Solo,0,2,2,0.0,6,11,0.15749999999999997,0,2,2,2,0,6,3,0.0,0.0,0.0,0,0,0.0,0.25,0.4782608695652174,0.0,0.15749999999999997,0.0,0.3333333333333333,0.5,0.2608695652173913,1.0
6057,Anthony Hancock,36,0.2012,2026.0,2028.0,2.0,Dream Pop,Solo,0,2,2,0.0,13,10,0.052500000000000005,0,1,1,1,0,13,1,0.0,0.0,0.0,0,0,0.0,0.5416666666666666,0.43478260869565216,0.0,0.052500000000000005,0.0,0.0,0.25,0.5652173913043478,0.0
2457,Ming Ding,37,0.2003,2029.0,2030.0,1.0,Doom Metal,Solo,0,2,2,0.0,12,7,0.034999999999999996,0,2,1,1,0,12,2,0.0,0.0,0.0,0,0,0.0,0.5,0.30434782608695654,0.0,0.034999999999999996,0.0,0.3333333333333333,0.25,0.5217391304347826,0.5
17126,Seraphina Vale,38,0.1999,2033.0,2039.0,6.0,Avant-Garde Folk,Solo,3,4,8,0.0,7,0,0.0,0,1,0,0,0,6,2,0.0,0.0,0.0,0,0,0.6000000000000001,0.29166666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.5
4823,William Rodriguez,39,0.1996,2028.0,2028.0,0.0,Dream Pop,Solo,0,1,1,0.0,18,3,0.0,0,1,1,1,0,18,1,0.0,0.0,0.0,0,0,0.0,0.75,0.13043478260869565,0.0,0.0,0.0,0.0,0.25,0.7826086956521738,0.0
4824,Ashley Olsen,39,0.1996,2028.0,2028.0,0.0,Dream Pop,Solo,0,1,1,0.0,18,3,0.0,0,1,1,1,0,18,1,0.0,0.0,0.0,0,0,0.0,0.75,0.13043478260869565,0.0,0.0,0.0,0.0,0.25,0.7826086956521738,0.0
4822,Hollow Reverberation,39,0.1996,2028.0,2028.0,0.0,Dream Pop,Solo,0,1,1,0.0,18,3,0.0,0,1,1,1,0,18,1,0.0,0.0,0.0,0,0,0.0,0.75,0.13043478260869565,0.0,0.0,0.0,0.0,0.25,0.7826086956521738,0.0
4825,Michael Watson,39,0.1996,2028.0,2028.0,0.0,Dream Pop,Solo,0,1,1,0.0,18,3,0.0,0,1,1,1,0,18,1,0.0,0.0,0.0,0,0,0.0,0.75,0.13043478260869565,0.0,0.0,0.0,0.0,0.25,0.7826086956521738,0.0
11346,Jie Zhong,43,0.1986,2025.0,2027.0,2.0,Indie Folk,Solo,0,3,3,0.0,3,11,0.1225,0,3,3,3,0,3,1,0.1667,0.3333333333333333,0.0,1,0,0.0,0.125,0.4782608695652174,0.0,0.1225,0.0,0.6666666666666667,0.75,0.13043478260869565,0.0
6056,Xiulan Qin,44,0.197,2026.0,2028.0,2.0,Dream Pop,Lunar Pulse,0,2,2,0.0,12,10,0.052500000000000005,0,1,1,1,0,12,2,0.0,0.0,0.0,0,0,0.0,0.5,0.43478260869565216,0.0,0.052500000000000005,0.0,0.0,0.25,0.5217391304347826,0.5
12483,Yan Yang,45,0.1961,2027.0,2028.0,1.0,Dream Pop,Solo,0,2,2,0.0,7,11,0.245,0,1,2,2,0,7,3,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.4782608695652174,0.0,0.245,0.0,0.0,0.5,0.30434782608695654,1.0
2456,Na Kang,46,0.1953,2029.0,2030.0,1.0,Synthwave,Solo,0,2,2,0.0,12,7,0.034999999999999996,0,2,1,1,0,12,1,0.0,0.0,0.0,0,0,0.0,0.5,0.30434782608695654,0.0,0.034999999999999996,0.0,0.3333333333333333,0.25,0.5217391304347826,0.0
3686,Xia Chen,47,0.1928,2029.0,2030.0,1.0,Desert Rock,Solo,0,3,3,0.0,6,8,0.06999999999999999,0,3,2,2,0,6,2,0.0,0.0,0.0,0,0,0.0,0.25,0.34782608695652173,0.0,0.06999999999999999,0.0,0.6666666666666667,0.5,0.2608695652173913,0.5
6060,Xiulan Yin,48,0.192,2026.0,2028.0,2.0,Dream Pop,Solo,0,2,2,0.0,12,10,0.052500000000000005,0,1,1,1,0,12,1,0.0,0.0,0.0,0,0,0.0,0.5,0.43478260869565216,0.0,0.052500000000000005,0.0,0.0,0.25,0.5217391304347826,0.0
12480,Fang Xiao,49,0.1911,2027.0,2028.0,1.0,Dream Pop,Solo,0,2,2,0.0,7,11,0.245,0,1,2,2,0,7,2,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.4782608695652174,0.0,0.245,0.0,0.0,0.5,0.30434782608695654,0.5
5256,Dolores Tasso,50,0.1892,2025.0,2028.0,3.0,Blues Rock,Solo,0,2,2,0.0,5,14,0.011666666666666669,0,2,2,2,0,4,2,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.6086956521739131,0.0,0.011666666666666669,0.0,0.3333333333333333,0.5,0.17391304347826086,0.5
3835,Tao Lei,51,0.189,2025.0,2029.0,4.0,Dream Pop,Solo,0,3,3,0.0,4,13,0.0457692307692308,0,2,3,3,0,4,1,0.2917,0.3333333333333333,0.25,1,1,0.0,0.16666666666666666,0.5652173913043478,0.0,0.0457692307692308,0.0,0.3333333333333333,0.75,0.17391304347826086,0.0
9593,Chao Zheng,52,0.1886,2028.0,2030.0,2.0,Oceanus Folk,Cardboard Twenty-Five,0,2,2,0.0,9,9,0.052500000000000005,1,2,1,1,0,8,2,0.3611,0.5,0.2222222222222222,1,2,0.0,0.375,0.3913043478260869,0.0,0.052500000000000005,0.047619047619047616,0.3333333333333333,0.25,0.34782608695652173,0.5
12484,Jie Xie,53,0.1861,2027.0,2028.0,1.0,Dream Pop,Solo,0,2,2,0.0,7,11,0.245,0,1,2,2,0,7,1,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.4782608695652174,0.0,0.245,0.0,0.0,0.5,0.30434782608695654,0.0
5257,Renzo Dallapé,54,0.1842,2025.0,2028.0,3.0,Blues Rock,Solo,0,2,2,0.0,5,14,0.011666666666666669,0,2,2,2,0,4,1,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.6086956521739131,0.0,0.011666666666666669,0.0,0.3333333333333333,0.5,0.17391304347826086,0.0
863,Jie Cui,55,0.1837,2028.0,2028.0,0.0,Space Rock,Solo,0,2,2,0.0,5,13,0.0,0,2,2,2,0,5,2,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.5652173913043478,0.0,0.0,0.0,0.3333333333333333,0.5,0.21739130434782608,0.5
6956,Chao Xu,56,0.1829,2025.0,2029.0,4.0,Jazz Surf Rock,Solo,0,2,2,0.0,10,8,0.034999999999999996,0,2,1,1,0,10,1,0.0,0.0,0.0,0,0,0.0,0.41666666666666663,0.34782608695652173,0.0,0.034999999999999996,0.0,0.3333333333333333,0.25,0.43478260869565216,0.0
6974,Li Wen,57,0.1826,2028.0,2030.0,2.0,Alternative Rock,Solo,0,2,2,0.0,4,12,0.10500000000000001,1,2,2,2,0,4,2,0.0,0.0,0.0,0,0,0.0,0.16666666666666666,0.5217391304347826,0.0,0.10500000000000001,0.047619047619047616,0.3333333333333333,0.5,0.17391304347826086,0.5
5367,Juan Feng,58,0.1825,2025.0,2027.0,2.0,Synthwave,Martial Harmonies,0,3,3,0.0,5,10,0.0875,0,3,1,0,1,5,2,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.43478260869565216,0.0,0.0875,0.0,0.6666666666666667,0.25,0.21739130434782608,0.5
1827,Donna Ryan,59,0.1821,2029.0,2029.0,0.0,Oceanus Folk,Solo,0,2,2,0.0,7,13,0.0,0,2,1,1,0,7,1,0.5357,0.5,0.5714285714285714,1,4,0.0,0.29166666666666663,0.5652173913043478,0.0,0.0,0.0,0.3333333333333333,0.25,0.30434782608695654,0.0
10823,Xia Wang,60,0.1784,2029.0,2030.0,1.0,Alternative Rock,Solo,0,2,2,0.0,6,9,0.21000000000000002,1,2,1,1,0,6,2,0.0,0.0,0.0,0,0,0.0,0.25,0.3913043478260869,0.0,0.21000000000000002,0.047619047619047616,0.3333333333333333,0.25,0.2608695652173913,0.5
3655,Jing Ren,61,0.1783,2025.0,2028.0,3.0,Dream Pop,Solo,0,2,2,0.0,8,8,0.023333333333333338,0,2,2,2,0,8,1,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.34782608695652173,0.0,0.023333333333333338,0.0,0.3333333333333333,0.5,0.34782608695652173,0.0
2973,Jun Zhang,62,0.1759,2026.0,2032.0,6.0,Dream Pop,Solo,0,2,2,0.0,11,3,0.0058333333333333345,1,2,2,2,0,10,1,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.13043478260869565,0.0,0.0058333333333333345,0.047619047619047616,0.3333333333333333,0.5,0.43478260869565216,0.0
2636,Chao Qin,63,0.1728,2027.0,2028.0,1.0,Darkwave,Radiant Siblings,0,2,2,0.0,11,4,0.034999999999999996,0,2,1,0,1,11,2,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.17391304347826086,0.0,0.034999999999999996,0.0,0.3333333333333333,0.25,0.4782608695652174,0.5
2606,Xiulan Yu,64,0.171,2026.0,2027.0,1.0,Doom Metal,Solo,0,2,2,0.0,12,3,0.034999999999999996,0,2,1,1,0,12,1,0.0417,0.0,0.08333333333333333,0,1,0.0,0.5,0.13043478260869565,0.0,0.034999999999999996,0.0,0.3333333333333333,0.25,0.5217391304347826,0.0
12510,Min Yin,65,0.1706,2025.0,2026.0,1.0,Space Rock,Solo,0,3,3,0.0,3,8,0.175,0,3,2,2,0,3,1,0.0,0.0,0.0,0,0,0.0,0.125,0.34782608695652173,0.0,0.175,0.0,0.6666666666666667,0.5,0.13043478260869565,0.0
13818,Dennis Mcdowell,66,0.1704,2027.0,2027.0,0.0,Space Rock,Solo,0,2,2,0.0,11,5,0.0,0,2,1,1,0,11,1,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.21739130434782608,0.0,0.0,0.0,0.3333333333333333,0.25,0.4782608695652174,0.0
12880,Wei Luo,67,0.1686,2025.0,2029.0,4.0,Dream Pop,Solo,0,2,2,0.0,8,8,0.04375,0,2,1,1,0,7,2,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.34782608695652173,0.0,0.04375,0.0,0.3333333333333333,0.25,0.30434782608695654,0.5
1142,Sandra Green,68,0.1676,2029.0,2029.0,0.0,Lo-Fi Electronica,Echoes of Eternity,0,1,1,0.0,14,3,0.0,0,1,1,0,1,14,2,0.0,0.0,0.0,0,0,0.0,0.5833333333333333,0.13043478260869565,0.0,0.0,0.0,0.0,0.25,0.6086956521739131,0.5
565,Wei Mo,69,0.1674,2027.0,2028.0,1.0,Dream Pop,Solo,0,2,2,0.0,9,5,0.10500000000000001,0,2,1,1,0,9,2,0.0,0.0,0.0,0,0,0.0,0.375,0.21739130434782608,0.0,0.10500000000000001,0.0,0.3333333333333333,0.25,0.3913043478260869,0.5
2635,Wei Mo,70,0.1656,2026.0,2028.0,2.0,Space Rock,Radiant Siblings,0,2,2,0.0,11,5,0.034999999999999996,0,1,2,1,1,11,1,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.21739130434782608,0.0,0.034999999999999996,0.0,0.0,0.5,0.4782608695652174,0.0
4201,Na Hao,71,0.1651,2026.0,2026.0,0.0,Psychedelic Rock,Solo,0,2,2,0.0,6,12,0.0,0,2,1,1,0,5,1,0.0,0.0,0.0,0,0,0.0,0.25,0.5217391304347826,0.0,0.0,0.0,0.3333333333333333,0.25,0.21739130434782608,0.0
8319,Fang Tian,72,0.1626,2025.0,2026.0,1.0,Dream Pop,Solo,0,2,2,0.0,6,9,0.13999999999999999,0,2,1,1,0,6,1,0.0,0.0,0.0,0,0,0.0,0.25,0.3913043478260869,0.0,0.13999999999999999,0.0,0.3333333333333333,0.25,0.2608695652173913,0.0
13285,Tao Fang,73,0.1623,2025.0,2028.0,3.0,Jazz Surf Rock,Stormheart,0,3,3,0.0,5,10,0.05250000000000001,0,1,3,2,1,5,2,0.0,0.0,0.0,0,0,0.0,0.20833333333333331,0.43478260869565216,0.0,0.05250000000000001,0.0,0.0,0.75,0.21739130434782608,0.5
6090,Chao Duan,74,0.1613,2025.0,2029.0,4.0,Doom Metal,Solo,0,1,2,0.0,7,6,0.017499999999999998,0,2,2,2,0,7,2,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.2608695652173913,0.0,0.017499999999999998,0.0,0.3333333333333333,0.5,0.30434782608695654,0.5
9426,Ping Xu,75,0.16,2029.0,2030.0,1.0,Americana,Solo,0,2,2,0.0,4,8,0.21000000000000002,0,2,2,2,0,4,1,0.5,0.5,0.5,1,2,0.0,0.16666666666666666,0.34782608695652173,0.0,0.21000000000000002,0.0,0.3333333333333333,0.5,0.17391304347826086,0.0
7790,Horst-Dieter Schleich,76,0.1574,2026.0,2028.0,2.0,Dream Pop,Solo,0,2,2,0.0,3,10,0.10500000000000001,0,2,2,2,0,3,2,0.0,0.0,0.0,0,0,0.0,0.125,0.43478260869565216,0.0,0.10500000000000001,0.0,0.3333333333333333,0.5,0.13043478260869565,0.5
14131,Dustin Newman,77,0.1561,2025.0,2026.0,1.0,Desert Rock,Solo,0,2,2,0.0,7,7,0.10500000000000001,0,2,1,1,0,7,1,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.30434782608695654,0.0,0.10500000000000001,0.0,0.3333333333333333,0.25,0.30434782608695654,0.0
3496,Xiulan Deng,78,0.1552,2025.0,2030.0,5.0,Indie Folk,Solo,0,2,2,0.0,6,9,0.028000000000000004,1,2,1,1,0,6,1,0.0,0.0,0.0,0,0,0.0,0.25,0.3913043478260869,0.0,0.028000000000000004,0.047619047619047616,0.3333333333333333,0.25,0.2608695652173913,0.0
6579,Lei Qian,79,0.1549,2029.0,2029.0,0.0,Oceanus Folk,Solo,0,2,2,0.0,8,7,0.0,0,2,1,1,0,8,1,0.5,0.5,0.5,1,4,0.0,0.3333333333333333,0.30434782608695654,0.0,0.0,0.0,0.3333333333333333,0.25,0.34782608695652173,0.0
14122,Ming Xiang,80,0.1547,2028.0,2029.0,1.0,Dream Pop,Solo,0,2,2,0.0,6,8,0.13999999999999999,0,2,1,1,0,5,1,0.0,0.0,0.0,0,0,0.0,0.25,0.34782608695652173,0.0,0.13999999999999999,0.0,0.3333333333333333,0.25,0.21739130434782608,0.0
7219,Hannah Richards,81,0.1528,2029.0,2029.0,0.0,Indie Folk,Solo,0,1,1,0.6,4,7,0.0,0,1,1,1,0,3,1,0.125,0.0,0.25,0,1,0.0,0.16666666666666666,0.30434782608695654,0.6,0.0,0.0,0.0,0.25,0.13043478260869565,0.0
7220,Li Sun,81,0.1528,2029.0,2029.0,0.0,Indie Folk,Solo,0,1,1,0.6,4,7,0.0,0,1,1,1,0,3,1,0.125,0.0,0.25,0,1,0.0,0.16666666666666666,0.30434782608695654,0.6,0.0,0.0,0.0,0.25,0.13043478260869565,0.0
9941,Juan Wen,81,0.1528,2027.0,2028.0,1.0,Space Rock,Solo,0,2,2,0.0,11,4,0.034999999999999996,0,2,0,0,0,11,1,0.0,0.0,0.0,0,0,0.0,0.4583333333333333,0.17391304347826086,0.0,0.034999999999999996,0.0,0.3333333333333333,0.0,0.4782608695652174,0.0
14502,Melissa Johnson,84,0.1527,2026.0,2026.0,0.0,Dream Pop,Solo,0,1,1,0.0,7,12,0.0,0,1,1,1,0,7,1,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.5217391304347826,0.0,0.0,0.0,0.0,0.25,0.30434782608695654,0.0
14504,John Johnston,84,0.1527,2026.0,2026.0,0.0,Dream Pop,Solo,0,1,1,0.0,7,12,0.0,0,1,1,1,0,7,1,0.0,0.0,0.0,0,0,0.0,0.29166666666666663,0.5217391304347826,0.0,0.0,0.0,0.0,0.25,0.30434782608695654,0.0
